CpG,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta,DNAm,cutpoint,F1,F1_validate,F1_dif,auc
cg25726664,0.370800238712563,0.535559751101743,13.6247996645446,1.1300061896081099e-36,2.13947648999255e-34,72.1867670956389,0.198104857597144,0.568905096309707,0.370800238712563,7,42277807,F,I,GLI3,TSS1500,island,TSS1500-island,chr7:42276003-42277850,,,,,,0.4219961483001055,hyper,0.3,0.9419087136929462,0.9375,-0.0044087136929461,0.9124110671936759
cg13081720,0.333205304546895,0.564061335335385,11.1595918503143,3.13690728299626e-26,1.10635308238403e-24,48.2916459185634,0.260820536593068,0.594025841139962,0.333205304546894,5,150399890,R,II,GPX3,TSS200,shore,TSS200-shore,chr5:150400000-150400490,,,,,,0.3534431438093403,hyper,0.41,0.8956521739130435,0.8700564971751412,-0.0255956767379023,0.900395256916996
cg03884132,0.350105829466182,0.472510128928217,10.5087353188831,1.1096758322167999e-23,2.80724629452707e-22,42.4706178955159,0.153888636644246,0.503994466110427,0.350105829466181,15,33009531,R,II,GREM1,TSS1500,island,TSS1500-island,chr15:33009530-33011696,,,,,,0.408200500456944,hyper,0.16,0.9313929313929312,0.9333333333333332,0.0019404019404021,0.8874308300395257
cg14616251,0.404011070477339,0.581737677720857,14.9160907695487,1.48537352909753e-42,8.53137325975778e-40,85.6631099906517,0.214058538041839,0.618069608519178,0.404011070477339,1,24648696,R,II,GRHL3,TSS1500,island,TSS1500-island,chr1:24648202-24648985,True,,,,,0.4946682505764717,hyper,0.42,0.9194915254237288,0.8729281767955802,-0.0465633486281485,0.9040316205533596
cg20676696,0.431736040552752,0.544759410512454,14.5419411689557,7.951051596666773e-41,3.33469940459757e-38,81.7011432091326,0.151848553462648,0.5835845940154,0.431736040552752,1,110210444,R,II,GSTM2,TSS200,shore,TSS200-shore,chr1:110210581-110210956,True,True,,,,0.5243235746037817,hyper,0.2,0.959349593495935,0.9430051813471504,-0.0163444121487846,0.9027667984189722
cg13506653,0.370669118286018,0.478476883602556,9.47508616972083,7.636747946213e-20,1.25468720460523e-18,33.7177826107104,0.141141319119238,0.511810437405255,0.370669118286017,4,54965863,F,I,GSX2,TSS1500,shore,TSS1500-shore,chr4:54966163-54968063,True,,,,,0.4500212285269163,hyper,0.17,0.8898488120950324,0.9139784946236558,0.0241296825286233,0.8505928853754942
cg08421126,0.391410062656938,0.589522710220939,10.9789371991934,1.63538023818165e-25,5.23028328236953e-24,46.653256286427,0.233311394205813,0.62472145686275,0.391410062656938,2,43019854,R,II,HAAO,TSS200,island,TSS200-island,chr2:43019665-43020509,,,high-CpG:42873185-42873845,,,0.4750016545552688,hyper,0.23,0.925,0.9263157894736842,0.0013157894736841,0.867193675889328
cg09827752,0.347741087310016,0.563488320641504,12.5895170993877,3.78572001081246e-32,3.27780620636986e-30,61.8263372858556,0.247018913844979,0.594760001154995,0.347741087310016,1,2461823,F,I,HES5,TSS200,island,TSS200-island,chr1:2460760-2462010,,,,,,0.4318018022978887,hyper,0.44,0.9152542372881356,0.9148936170212766,-0.000360620266859,0.8640316205533596
cg05471296,0.392469483768211,0.51017377496178,12.564094306774,4.86281035351434e-32,4.13414412628422e-30,61.5774838985052,0.152998309518048,0.545467793286259,0.392469483768211,7,27196302,F,II,HOXA7,TSS200,island,TSS200-island,chr7:27195601-27196567,True,,high-CpG:27162728-27162853,,,0.4355766123939882,hyper,0.3,0.9194915254237288,0.9090909090909092,-0.0104006163328196,0.8975494071146245
cg03132556,0.319818549685465,0.57179685104506,11.6820731368209,2.4123161230671e-28,1.15402516159519e-26,53.1238247145779,0.280738962302532,0.600557511987997,0.319818549685465,12,54366760,F,II,HOXC11,TSS200,shore,TSS200-shore,chr12:54366815-54369103,,,,,,0.3568273570092227,hyper,0.35,0.931106471816284,0.9375,0.0063935281837159,0.8989723320158102
cg06714180,0.377127519590731,0.48285668848969,12.4557057178036,1.40974155361897e-31,1.1104518868911699e-29,60.5196656073991,0.139643514185896,0.516771033776626,0.377127519590731,12,54409525,F,II,HOXC4,TSS1500,shore,TSS1500-shore,chr12:54408426-54408713,,,,,,0.4126373973531785,hyper,0.29,0.9032258064516128,0.8901098901098902,-0.0131159163417226,0.9239525691699605
cg14993276,0.332903702035159,0.46343600205762,12.9154122780374,1.49206176309713e-33,1.64948896734045e-31,65.0407789005929,0.160469683299005,0.493373385334163,0.332903702035159,19,10397642,R,I,ICAM4,TSS200,island,TSS200-island,chr19:10397603-10398703,True,True,,,,0.3900645902816707,hyper,0.27,0.9288702928870294,0.9032258064516128,-0.0256444864354165,0.9056126482213439
cg22212414,0.359114589110234,0.430043183798015,10.5047201018776,1.14977802580243e-23,2.9043996655946e-22,42.4354220174127,0.103223072125751,0.462337661235985,0.359114589110234,21,34775032,F,I,IFNGR2,TSS200,shore,TSS200-shore,chr21:34775437-34776493,True,,high-CpG:33696828-33697793,,,0.395938119478854,hyper,0.12,0.9288702928870294,0.9270833333333334,-0.001786959553696,0.8939130434782608
cg12781915,0.331967813122403,0.625711497767554,13.3553017028329,1.7724537536065402e-35,2.74067391851849e-33,69.448794355056,0.323596905249683,0.655564718372087,0.331967813122404,3,185544099,R,II,IGF2BP2,TSS1500,island,TSS1500-island,chr3:185541048-185544146,,,,,,0.4123605784306043,hyper,0.47,0.9313929313929312,0.8666666666666667,-0.0647262647262645,0.88
cg07589773,0.337993856453864,0.466404466824702,10.9908352645641,1.4676202382004702e-25,4.72501827522785e-24,46.7606357898471,0.158805741346905,0.496799597800769,0.337993856453865,7,50343883,F,I,IKZF1,TSS1500,island,TSS1500-island,chr7:50343757-50344519,,,high-CpG:50313999-50314998,,,0.469440361494367,hyper,0.28,0.8864628820960699,0.8972972972972972,0.0108344152012272,0.8513833992094861
cg07935264,0.343274659026998,0.587201999476194,14.8925042721114,1.91142754148254e-42,1.07487084939229e-39,85.4120592213646,0.274797363742991,0.618072022769989,0.343274659026998,2,113594375,R,II,IL1B,TSS200,opensea,TSS200-opensea,,,,,,,0.3848317725446604,hyper,0.37,0.9508196721311476,0.9148936170212766,-0.035926055109871,0.9340711462450593
cg18673954,0.323941130986943,0.412584267532102,11.1298155292707,4.1228794601827396e-26,1.4309879761214601e-24,48.0204280790988,0.117774533216647,0.44171566420359,0.323941130986943,10,105036611,F,I,INA,TSS1500,shore,TSS1500-shore,chr10:105036628-105038084,True,,,,,0.3674238266074233,hyper,0.13,0.9465020576131686,0.9591836734693876,0.012681615856219,0.9114624505928854
cg10119075,0.415495678216944,0.596070154894217,15.8172425611504,8.622924987392271e-47,1.15444394835655e-43,95.3756156478441,0.217939195941387,0.633434874158331,0.415495678216943,10,7709738,F,II,ITIH5,TSS1500,opensea,TSS1500-opensea,,,,,,,0.4835592181800872,hyper,0.38,0.9506172839506172,0.9206349206349206,-0.0299823633156965,0.918102766798419
cg20883831,0.462837738888281,0.54304106401273,16.1443561293966,2.37001714840377e-48,4.20571840243038e-45,98.9553366050009,0.121825423945337,0.584663162833619,0.462837738888281,7,150652948,F,I,KCNH2,TSS200,island,TSS200-island,chr7:150652807-150653080,True,True,high-CpG:150283794-150283891,,,0.553790151557814,hyper,0.16,0.9718875502008032,0.9696969696969696,-0.0021905805038334,0.9356521739130435
cg20104456,0.394128198195543,0.64874755347794,15.3576074188691,1.2840993715746601e-44,1.10897189603547e-41,90.3930891171264,0.290062538573364,0.684190736768906,0.394128198195542,19,51568523,R,II,KLK13,TSS200,shore,TSS200-shore,chr19:51568154-51568412,,True,,,,0.4424067811437397,hyper,0.47,0.9308176100628932,0.8729281767955802,-0.0578894332673129,0.9263241106719368
cg14537533,0.327430594713418,0.583119461055121,12.1529650265936,2.6819576743623397e-30,1.72207865998205e-28,57.5926602518391,0.285134063708018,0.612564658421435,0.327430594713418,12,52626904,R,I,KRT7,TSS200,island,TSS200-island,chr12:52626793-52627577,True,,,,,0.3830147545401858,hyper,0.39,0.9230769230769232,0.9285714285714284,0.0054945054945052,0.8589723320158102
cg20640433,0.371490234429857,0.488143714048965,10.2388433690425,1.18283688123693e-22,2.64811443052689e-21,40.1250312771519,0.150060874801649,0.521551109231506,0.371490234429857,6,129204206,R,II,LAMA2,TSS200,opensea,TSS200-opensea,,True,True,,,,0.4189184562142147,hyper,0.25,0.8864628820960699,0.9139784946236558,0.0275156125275858,0.8724110671936759
cg19820372,0.351296752227615,0.454776626468304,13.7202908078737,4.23324642879293e-37,8.716849878183061e-35,73.1634704653021,0.135071308793532,0.486368061021147,0.351296752227615,11,111411216,R,II,LAYN,TSS200,island,TSS200-island,chr11:111410932-111412199,True,,,,,0.3943623424685734,hyper,0.21,0.9614604462474644,0.9206349206349206,-0.0408255256125438,0.926798418972332
cg26412532,0.407850797486297,0.51874839784311,15.3088955079509,2.1748213308468801e-44,1.79819485444231e-41,89.8684573073042,0.147574830346587,0.555425627832885,0.407850797486298,10,103881068,F,II,LDB1,TSS1500,shore,TSS1500-shore,chr10:103879633-103880628,,,,,,0.4904813759565571,hyper,0.33,0.9397089397089397,0.9090909090909092,-0.0306180306180304,0.9203162055335968
cg00840332,0.322696469080994,0.471394615912054,12.064944772667,6.26716563542721e-30,3.8009657389584e-28,56.7494417903588,0.177717613475035,0.500414082556029,0.322696469080994,7,127881269,R,I,LEP,TSS200,island,TSS200-island,chr7:127880750-127881375,,,,,,0.3669380223407527,hyper,0.27,0.9221052631578948,0.9435897435897436,0.0214844804318489,0.9059288537549408
cg14102988,0.397848044983532,0.508560546253403,13.5523579636366,2.3746090020736797e-36,4.23183221044589e-34,71.4480852275922,0.14649020315688,0.544338248140411,0.397848044983532,9,113801337,R,II,LPAR1,TSS1500,island,TSS1500-island,chr9:113799913-113801375,,,high-CpG:112840107-112841306,,,0.4570107478901823,hyper,0.2,0.952965235173824,0.9263157894736842,-0.0266494457001398,0.9116205533596838
cg00353923,0.348721024166242,0.471565503844602,10.2958181721422,7.201733375209721e-23,1.65243236424785e-21,40.6167516180349,0.154204284009857,0.502925308176099,0.348721024166242,7,127671044,R,II,LRRC4,TSS200,shore,TSS200-shore,chr7:127671158-127672853,True,,,,,0.3695563711438295,hyper,0.23,0.8908296943231441,0.8342857142857143,-0.0565439800374297,0.8977075098814228
cg26271045,0.335424677886648,0.571464473785858,11.7767142698064,9.84754930057625e-29,4.97809363695685e-27,54.0135416728605,0.266203885637218,0.601628563523866,0.335424677886648,2,238535754,F,II,LRRFIP1,TSS1500,island,TSS1500-island,chr2:238535561-238536840,True,,,,,0.3553120545938917,hyper,0.4,0.9125799573560768,0.9081081081081082,-0.0044718492479686,0.9089328063241107
cg26307117,0.346015325696733,0.550796856991096,13.1526181687382,1.37960246893148e-34,1.82751178459285e-32,67.4081368804691,0.235898017418171,0.581913343114903,0.346015325696732,3,46506552,F,I,LTF,TSS200,shore,TSS200-shore,chr3:46506161-46506416,,,,,,0.3975684747367041,hyper,0.35,0.937759336099585,0.9090909090909092,-0.0286684270086757,0.9100395256916997
cg00349607,0.384334453192931,0.517142619816911,13.7388458044174,3.49663693939461e-37,7.30125110741531e-35,73.353645561916,0.167370617450682,0.551705070643613,0.384334453192931,1,39546688,R,I,MACF1,TSS1500,shore,TSS1500-shore,chr1:39547013-39547959,True,,,,,0.4368773422242629,hyper,0.17,0.972,0.9702970297029702,-0.0017029702970298,0.9231620553359683
cg24021956,0.322300583772932,0.425204494514247,10.7879969810486,9.19510080292509e-25,2.66731659924777e-23,44.9403259801706,0.131887776188521,0.454188359961453,0.322300583772932,7,79083509,R,II,MAGI2,TSS1500,island,TSS1500-island,chr7:79082948-79083850,True,,,rs79578319,,0.3682302223755507,hyper,0.17,0.9288702928870294,0.9319371727748692,0.0030668798878397,0.895494071146245
cg14578894,0.365326523033347,0.658719946654288,14.4099680981246,3.20311976106687e-40,1.18140163697271e-37,80.3143225666526,0.326246528210271,0.691573051243618,0.365326523033348,4,87281511,F,II,MAPK10,TSS200,opensea,TSS200-opensea,,,,,,,0.3825196030581152,hyper,0.51,0.9266247379454926,0.850828729281768,-0.0757960086637246,0.9056126482213439
cg06679087,0.376262158362475,0.540485242717263,13.2898254593126,3.4452706726023704e-35,5.05313081242251e-33,68.7878008986539,0.198059609387384,0.574321767749859,0.376262158362475,10,99473206,R,I,MARVELD1,TSS1500,island,TSS1500-island,chr10:99473084-99473291,,,,,,0.4541091646651356,hyper,0.32,0.919831223628692,0.9139784946236558,-0.0058527290050361,0.9013438735177866
cg19769982,0.339416828423708,0.382454445391198,9.31310697899452,2.88004096307529e-19,4.44671185468989e-18,32.4045402874095,0.0735607130487584,0.412977541472467,0.339416828423708,21,26934197,R,II,MIR155HG,TSS1500,shore,TSS1500-shore,chr21:26934423-26934805,True,True,,,,0.3524683234723669,hyper,0.23,0.8122065727699531,0.813953488372093,0.0017469156021399,0.8782608695652173
cg26371731,0.362886427151108,0.511295572054902,12.2220868378342,1.37376924472465e-30,9.2619867152623e-29,58.2573208934124,0.18104281641019,0.543929243561297,0.362886427151107,1,156390240,F,I,MIR9-1,TSS200,shore,TSS200-shore,chr1:156390403-156391581,,,,,,0.4293979645240134,hyper,0.24,0.933609958506224,0.964824120603015,0.031214162096791,0.8879051383399209
cg01508380,0.364198029460659,0.484478321975611,11.9431977001582,2.01559975490133e-29,1.12889490217754e-27,55.5890415488631,0.153031913869328,0.517229943329987,0.364198029460658,14,23305585,F,II,MMP14,TSS1500,shore,TSS1500-shore,chr14:23305893-23307013,,,,,,0.4167373640013004,hyper,0.22,0.931106471816284,0.8791208791208791,-0.0519855926954049,0.9075098814229249
cg19300568,0.365708439612021,0.499882225250407,14.431128927791,2.56275560364551e-40,9.65086558427887e-38,80.5363035270092,0.167061235243784,0.532769674855805,0.365708439612021,4,2060112,F,I,NAT8L,TSS1500,island,TSS1500-island,chr4:2059928-2063181,,,,,,0.3948320675588586,hyper,0.33,0.9327731092436976,0.9263157894736842,-0.0064573197700134,0.9326482213438736
cg20902783,0.342560820560275,0.602544468408988,14.9099690222893,1.58587352052407e-42,9.0808759176371e-40,85.5979348190893,0.290789477035788,0.633350297596063,0.342560820560275,14,21494071,R,II,NDRG2,TSS1500,island,TSS1500-island,chr14:21492735-21494270,True,,,,,0.3948637413686182,hyper,0.42,0.9508196721311476,0.8972972972972972,-0.0535223748338503,0.9138339920948616
cg18363192,0.342871752289581,0.481908980943723,12.2389508063534,1.16651125962108e-30,7.93719241138991e-29,58.4198106141065,0.169871019327666,0.512742771617247,0.342871752289581,6,31831434,R,II,NEU1,TSS1500,shore,TSS1500-shore,chr6:31830299-31830948,,,,,,0.3932633850285897,hyper,0.31,0.9106382978723404,0.8555555555555556,-0.0550827423167847,0.9007114624505929
cg18711066,0.356505591874763,0.478427817961566,12.9947900360644,6.74299606892771e-34,7.91497296758486e-32,65.8304340792594,0.153982081471225,0.510487673345987,0.356505591874763,16,68118822,F,II,NFATC3,TSS1500,island,TSS1500-island,chr16:68118564-68119986,,,,,,0.4161563078927981,hyper,0.2,0.9595141700404858,0.9032258064516128,-0.0562883635888729,0.9106719367588931
cg00536939,0.409704033357012,0.514341935467945,15.3720320507651,1.0984580973873201e-44,9.610358802967347e-42,90.5485726111185,0.141481790002751,0.551185823359763,0.409704033357012,11,47279352,R,II,NR1H3,TSS200,opensea,TSS200-opensea,,True,True,,,,0.4652952113405268,hyper,0.27,0.9462809917355371,0.9319371727748692,-0.014343818960668,0.939604743083004
cg03430846,0.323537739807327,0.423974354636849,10.143018356129,2.7136586620107298e-22,5.83934082789994e-21,39.3022198838852,0.129531735315792,0.453069475123119,0.323537739807327,8,31497082,F,II,NRG1,TSS200,island,TSS200-island,chr8:31496525-31498346,,,,,,0.3692237374532005,hyper,0.15,0.937759336099585,0.8913043478260869,-0.046454988273498,0.9002371541501977
cg18016826,0.329743909946757,0.509425284486857,12.9755309125807,8.1779526111992e-34,9.44317575842908e-32,65.6386054963448,0.209334603851858,0.539078513798616,0.329743909946758,5,176560001,R,II,NSD1,TSS200,island,TSS200-island,chr5:176558852-176561652,,,high-CpG:176492410-176492673,,,0.3956766044610278,hyper,0.32,0.9402061855670104,0.8864864864864864,-0.0537196990805239,0.8828458498023716
cg00990022,0.325564394850132,0.490689224453686,13.6317086504505,1.0526354714093299e-36,2.0112073515568597e-34,72.2573200462471,0.194402203241156,0.519966598091288,0.325564394850132,1,40138052,R,II,NT5C1A,TSS1500,island,TSS1500-island,chr1:40136988-40138087,True,True,,,,0.3656059234367143,hyper,0.31,0.9352818371607516,0.9206349206349206,-0.014646916525831,0.918102766798419
cg18525352,0.374427690336222,0.625537307323645,14.8404262137465,3.3336498030975096e-42,1.79675605182564e-39,84.8583523937244,0.284781171873774,0.659208862209996,0.374427690336223,12,106533867,R,I,NUAK1,TSS200,shore,TSS200-shore,chr12:106532106-106533696,,,,,,0.4306464729369912,hyper,0.36,0.9616161616161616,0.9484536082474226,-0.0131625533687389,0.9059288537549407
cg01763749,0.328390146799137,0.624975658653654,13.7013564193021,5.14444125358482e-37,1.04840981679571e-34,72.9695374433874,0.326116999876022,0.654507146675159,0.328390146799137,22,21368291,F,II,P2RX6,TSS1500,island,TSS1500-island,chr22:21368197-21368771,,,,,,0.3579175135066241,hyper,0.41,0.951219512195122,0.9270833333333334,-0.0241361788617886,0.9138339920948616
cg24167314,0.402137505455157,0.543795373572467,11.5495618646639,8.39672593348214e-28,3.70023460209166e-26,51.8854093249394,0.177821312852486,0.579958818307643,0.402137505455157,12,103311500,R,II,PAH,TSS200,shore,TSS200-shore,chr12:103311040-103311253,,True,,,,0.4804354737499031,hyper,0.34,0.8984881209503239,0.8474576271186441,-0.0510304938316797,0.8733596837944666
cg18077971,0.342277001704585,0.625296468434662,13.6894660685004,5.81402224948155e-37,1.17468541373051e-34,72.8478196468352,0.313799772638761,0.656076774343348,0.342277001704587,2,223164867,F,I,PAX3,TSS1500,shore,TSS1500-shore,chr2:223162946-223163912,,True,,rs45506598,,0.3982673481936719,hyper,0.45,0.9355509355509356,0.9206349206349206,-0.014916014916015,0.8972332015810277
cg22488256,0.380415352655012,0.547260828149111,13.8054488803265,1.75871468408676e-37,3.9011630762196997e-35,74.0373160589787,0.201055489222068,0.58147084187708,0.380415352655012,1,66258046,R,II,PDE4B,TSS200,shore,TSS200-shore,chr1:66258440-66258918,,,,,,0.4299553486685179,hyper,0.32,0.9440993788819876,0.9312169312169312,-0.0128824476650564,0.9132015810276681
cg12727795,0.343961943338011,0.497204717243409,13.9541787112068,3.76913296142856e-38,9.44681322954185e-36,75.5697974374791,0.184174603342269,0.528136546680281,0.343961943338012,5,149535695,F,II,PDGFRB,TSS1500,opensea,TSS1500-opensea,,,,,,,0.3980224237477301,hyper,0.32,0.9397089397089397,0.8972972972972972,-0.0424116424116424,0.9049802371541502
cg18877506,0.352897652964067,0.407452470019892,12.8181183756535,3.93599217503736e-33,4.027032733777351e-31,64.076445179775,0.0862902175022342,0.439187870466301,0.352897652964066,1,13910555,R,II,PDPN,TSS1500,island,TSS1500-island,chr1:13910137-13910868,True,,,,,0.3806001125637347,hyper,0.17,0.9462809917355371,0.9484536082474226,0.0021726165118854,0.9408695652173913
cg10708955,0.343346685020643,0.561802734530941,13.8729831595515,8.74707720000744e-38,2.054116215998e-35,74.7321902470591,0.249332549961794,0.592679234982438,0.343346685020644,17,8056950,R,II,PER1,TSS1500,shore,TSS1500-shore,chr17:8054550-8055835,True,True,,,,0.3736790971085889,hyper,0.33,0.9490835030549898,0.9319371727748692,-0.0171463302801206,0.916205533596838
cg07198194,0.418193306433006,0.539452539289306,18.4328048444547,1.50723882659658e-59,2.7001465845703198e-55,124.644481176863,0.158866544585887,0.577059851018893,0.418193306433006,10,3109053,R,I,PFKP,TSS1500,island,TSS1500-island,chr10:3108650-3111419,,,,,,0.5045797129355042,hyper,0.29,0.9698189134808854,0.953846153846154,-0.0159727596347315,0.9283794466403162
cg24530250,0.3732246861303,0.46498006372289,11.4967767735769,1.37674960245324e-27,5.88702073415458e-26,51.394498858506,0.125318748647472,0.498543434777773,0.373224686130301,11,71955599,R,I,PHOX2A,TSS1500,island,TSS1500-island,chr11:71954816-71955659,True,,,,,0.426155064015404,hyper,0.11,0.9698189134808854,0.97,0.0001810865191145,0.9114624505928853
cg24182521,0.340640406799769,0.523146335455151,12.4590182626147,1.36472403798039e-31,1.07815205104664e-29,60.5519182614962,0.213139058763275,0.553779465563044,0.340640406799769,20,44541013,F,II,PLTP,TSS1500,shore,TSS1500-shore,chr20:44539729-44540099,True,,,,,0.3777678253811923,hyper,0.31,0.9375,0.9032258064516128,-0.0342741935483871,0.9079841897233203
cg23230584,0.383742780231977,0.489381655860523,16.945545236263,3.20390116365217e-52,1.31013438833887e-48,107.830407207345,0.140148118455162,0.52389089868714,0.383742780231978,7,95025740,F,I,PON3,TSS200,island,TSS200-island,chr7:95025559-95026122,,,,,,0.4733573277568515,hyper,0.29,0.952965235173824,0.9375,-0.015465235173824,0.916205533596838
cg19513834,0.348170488058531,0.449684555366052,11.3872413242029,3.82459093321339e-27,1.53132208602548e-25,50.3802249383408,0.132824362996238,0.480994851054769,0.34817048805853,2,105470561,R,I,POU3F3,TSS1500,island,TSS1500-island,chr2:105468851-105473488,,,high-CpG:104836973-104837008,,,0.3888389937581697,hyper,0.19,0.9419087136929462,0.9430051813471504,0.0010964676542041,0.9187351778656127
cg14130039,0.431070513466739,0.582808575791412,15.174808676794,9.24263024229958e-44,6.69966032813933e-41,88.427837877297,0.190503396269524,0.621573909736263,0.431070513466739,6,32121225,R,II,PPT2,TSS200,shore,TSS200-shore,chr6:32121829-32122529,,,,,,0.5089701941531156,hyper,0.21,0.9699398797595192,0.964467005076142,-0.005472874683377,0.9154150197628458
cg04203238,0.397378973302641,0.563978376071398,16.3109909488247,3.7605774640740594e-49,8.17773436342186e-46,100.789052579295,0.202334921950649,0.599713895253291,0.397378973302641,4,16085702,F,I,PROM1,TSS200,island,TSS200-island,chr4:16084195-16085735,True,,high-CpG:15694060-15695184,,,0.4903926109564517,hyper,0.41,0.9484536082474228,0.9032258064516128,-0.0452278017958098,0.9190513833992096
cg08730348,0.374805877314761,0.551456851426933,15.5759597724609,1.20058185330357e-45,1.2616337880504799e-42,92.7529182614289,0.210356538618895,0.585162415933656,0.374805877314761,16,31214307,F,II,PYCARD,TSS200,shore,TSS200-shore,chr16:31213566-31214287,True,,,,,0.4235816589438289,hyper,0.4,0.9419087136929462,0.8791208791208791,-0.062787834572067,0.9288537549407114
cg03053374,0.365698414119069,0.488272664066257,16.8105942262511,1.45099198237225e-51,5.35167096792501e-48,106.325501297656,0.155460797979479,0.521159212098548,0.365698414119068,17,38465422,R,II,RARA,TSS200,opensea,TSS200-opensea,,,,,,,0.4437293513326175,hyper,0.21,0.9699398797595192,0.964467005076142,-0.005472874683377,0.9282213438735178
cg02499249,0.461076705372628,0.568310675965825,15.1753106771092,9.1927872031659e-44,6.68930852953004e-41,88.4332216337471,0.148697703090735,0.609774408463363,0.461076705372628,3,25469720,R,II,RARB,TSS200,opensea,TSS200-opensea,,,True,,,,0.5371914007879594,hyper,0.26,0.9570552147239264,0.9263157894736842,-0.0307394252502422,0.9187351778656127
cg18349298,0.337116585450954,0.599215763817812,17.8682984185877,9.527046332457429e-57,8.960306163755371e-53,118.216882080535,0.292415418065686,0.629532003516638,0.337116585450953,3,158450550,F,I,RARRES1,TSS1500,island,TSS1500-island,chr3:158449795-158450597,True,True,,,,0.3919695169496685,hyper,0.46,0.9570552147239264,0.9430051813471504,-0.0140500333767761,0.9285375494071146
cg27494647,0.396712068658466,0.614217820047713,15.992248425408,1.26476312772794e-47,1.96615790275574e-44,97.2874104913349,0.253181297131915,0.649893365790381,0.396712068658466,7,150038898,F,I,RARRES2,TSS200,island,TSS200-island,chr7:150037459-150039031,True,,,,,0.4660979553635653,hyper,0.37,0.9572301425661914,0.9381443298969072,-0.0190858126692843,0.9255335968379446
cg15229124,0.354439553507262,0.538597802437299,14.2539251417794,1.65159592715438e-39,5.30918310967561e-37,78.6820095448124,0.216032309497236,0.570471863004499,0.354439553507263,3,139258912,F,I,RBP1,TSS1500,shore,TSS1500-shore,chr3:139257712-139257949,,,,rs75826136,,0.4084230853486835,hyper,0.28,0.9574036511156186,0.9489795918367346,-0.008424059278884,0.9124110671936759
cg16425038,0.320761341145928,0.583905101743795,14.594160644861,4.57412107954956e-41,2.01972678489665e-38,82.2514485015606,0.291989204945523,0.61275054609145,0.320761341145927,14,24641194,F,I,REC8,TSS200,island,TSS200-island,chr14:24641053-24642220,True,,high-CpG:23710910-23711161,rs1043116,,0.3871114819149861,hyper,0.45,0.9355509355509356,0.9148936170212766,-0.020657318529659,0.9035573122529644
cg10959198,0.339012440425806,0.66699571193753,12.4433694973124,1.5907837428547302e-31,1.24033326006355e-29,60.3995962132049,0.358470001765843,0.697482442191649,0.339012440425807,15,93632896,F,II,RGMA,TSS1500,island,TSS1500-island,chr15:93631428-93633173,,,,,,0.3906349923250195,hyper,0.58,0.8766519823788546,0.8342857142857143,-0.0423662680931402,0.8844268774703559
cg01837657,0.391738815642911,0.569215691376536,16.5686742555276,2.1547463135900003e-50,5.8318441503894e-47,103.63758678783,0.21270518649288,0.604444002135791,0.391738815642911,15,90039822,R,I,RHCG,TSS200,island,TSS200-island,chr15:90039464-90039984,True,True,,,,0.438488924668121,hyper,0.43,0.9440993788819876,0.9206349206349206,-0.023464458247067,0.921106719367589
cg19516515,0.345452495386748,0.412539047649008,12.5863693763151,3.9049769681106e-32,3.3717508842966496e-30,61.7955103469841,0.0981524241495571,0.443604919536305,0.345452495386748,1,155290614,R,II,RUSC1,TSS200,island,TSS200-island,chr1:155290606-155291001,True,,,,,0.3778108814583819,hyper,0.22,0.9217758985200843,0.8852459016393442,-0.0365299968807401,0.921897233201581
cg01934626,0.386924921063263,0.58786483370267,17.8543684551128,1.11632359812247e-56,1.00154688190825e-52,118.05892882166,0.235735319209844,0.622660240273107,0.386924921063263,5,180018562,F,I,SCGB3A1,TSS200,island,TSS200-island,chr5:180017099-180019062,,True,,,,0.4152526650267452,hyper,0.49,0.9440993788819876,0.9090909090909092,-0.0350084697910784,0.9196837944664031
cg21604042,0.322326936351307,0.463038514639618,13.227141386157,6.49963560914227e-35,9.06635303795835e-33,68.1565683052223,0.169697813571702,0.492024749923009,0.322326936351307,6,35181401,R,II,SCUBE3,TSS1500,island,TSS1500-island,chr6:35181095-35182547,True,,,,,0.3588399704304237,hyper,0.22,0.959349593495935,0.9263157894736842,-0.0330338040222507,0.9152569169960474
cg03702236,0.364887267662324,0.4538885623334,11.3645294882942,4.72355613999371e-27,1.8683896936666301e-25,50.1706714542913,0.12181489787812,0.486702165540444,0.364887267662324,5,9546755,R,II,SEMA5A,TSS1500,shore,TSS1500-shore,chr5:9544692-9546715,,,,,rs78088505,0.4294599375915946,hyper,0.11,0.9445585215605748,0.9591836734693876,0.0146251519088128,0.8954940711462451
cg19349369,0.339498796645609,0.498872931078575,13.1093370364827,2.1337974791548e-34,2.74068037093012e-32,66.9744844838739,0.189904601757212,0.529403398402821,0.339498796645609,6,2842146,R,I,SERPINB1,TSS200,island,TSS200-island,chr6:2841810-2842273,True,,high-CpG:2787068-2787272,,rs386713,0.3971948233275729,hyper,0.29,0.9423868312757202,0.8913043478260869,-0.0510824834496332,0.8959683794466404
