CpG,early_dbeta,later_dbeta,dbate_dif
cg23824183,0.115441003,0.177953511,-0.062512508
cg06372303,0.103008474,0.16552023,-0.062511756
cg08494843,0.200424197,0.262930378,-0.062506181
cg27131563,0.053974977,0.116479107,-0.06250413
cg07338917,0.147506995,0.210010241,-0.062503246
cg13471365,0.010905812,0.073403295,-0.062497483
cg07046369,0.297348765,0.359838095,-0.06248933
cg03697918,0.107556205,0.170040453,-0.062484248
cg15427232,0.201390004,0.263862377,-0.062472373
cg20034792,0.193926137,0.256386718,-0.062460581
cg21488538,0.260423483,0.322877449,-0.062453966
cg24738311,0.277223322,0.339659435,-0.062436113
cg17538572,0.280174053,0.342606369,-0.062432316
cg06014401,0.209871793,0.272299508,-0.062427715
cg26398467,0.084099395,0.146511623,-0.062412228
cg09506473,0.230427636,0.292839394,-0.062411758
cg18686155,0.202448626,0.264860176,-0.06241155
cg19710451,0.093629808,0.1560404,-0.062410592
cg25562664,0.052113468,0.114520996,-0.062407528
cg17605476,0.206818548,0.269213224,-0.062394676
cg25979108,0.050855398,0.113236444,-0.062381046
cg26863750,-0.025065952,0.037306448,-0.0623724
cg12948524,-0.051818449,0.010553784,-0.062372233
cg25228422,0.280051895,0.342416538,-0.062364643
cg07070348,-0.047768084,0.014590351,-0.062358435
cg02155884,0.094478866,0.15683665,-0.062357784
cg07336617,0.25373211,0.316076924,-0.062344814
cg07150445,0.146801216,0.209141344,-0.062340128
cg05604079,0.268985733,0.331321969,-0.062336236
cg02881189,0.092621757,0.154955596,-0.062333839
cg09230763,0.085007395,0.147330264,-0.062322869
cg05608844,0.143085285,0.205401004,-0.062315719
cg06202276,0.227231691,0.28953695,-0.062305259
cg17214381,0.235230185,0.297533352,-0.062303167
cg24062763,0.074961039,0.137253513,-0.062292474
cg04076682,0.192537707,0.254827484,-0.062289777
cg06238661,-0.033146765,0.029138336,-0.062285101
cg10767350,0.152922499,0.215202145,-0.062279646
cg27494897,0.058764995,0.121043095,-0.0622781
cg26597539,0.286226882,0.3485003,-0.062273418
cg02430797,0.214994519,0.277264461,-0.062269942
cg17471467,0.12465732,0.186917793,-0.062260473
cg05576262,0.249282426,0.311538563,-0.062256137
cg11823511,0.300997921,0.363249911,-0.06225199
cg08084806,0.157854757,0.220105545,-0.062250788
cg26966124,0.158858294,0.221105353,-0.062247059
cg27079104,0.020869319,0.083115424,-0.062246105
cg02983950,0.120086191,0.182330435,-0.062244244
cg11999002,-0.108491676,-0.046250996,-0.06224068
cg01096199,0.141166002,0.203402945,-0.062236943
cg04986579,0.130024823,0.192254216,-0.062229393
cg05230834,0.155029095,0.217253483,-0.062224388
cg09658429,0.116736441,0.178960756,-0.062224315
cg26559315,0.102910174,0.165131465,-0.062221291
cg09988738,0.150804315,0.213017609,-0.062213294
cg16105906,0.190766137,0.252977935,-0.062211798
cg14125468,0.086143909,0.148348724,-0.062204815
cg04969220,-0.068012509,-0.005817649,-0.06219486
cg02551029,0.190529912,0.252702737,-0.062172825
cg25782847,0.27788474,0.34004993,-0.06216519
cg22940031,0.167366699,0.229528991,-0.062162292
cg05767159,0.100715799,0.162877272,-0.062161473
cg18786535,0.097641977,0.159800728,-0.062158751
cg11586448,0.090022903,0.152178066,-0.062155163
cg16661628,0.353812658,0.415961689,-0.062149031
cg19537317,0.082636774,0.144781083,-0.062144309
cg23288059,0.357505803,0.419640262,-0.062134459
cg14508998,-0.002191074,0.059943111,-0.062134185
cg22792646,0.161681013,0.223813728,-0.062132715
cg11973177,0.047295274,0.10942381,-0.062128536
cg12359001,0.079114255,0.141241784,-0.062127529
cg08660938,0.073122963,0.135249295,-0.062126332
cg25727025,0.003301702,0.06542752,-0.062125818
cg03979754,0.122143787,0.18426491,-0.062121123
cg02310386,0.128707801,0.19082471,-0.062116909
cg04980590,0.089815955,0.151920317,-0.062104362
cg18918390,0.179511244,0.24161243,-0.062101186
cg23619357,0.011074345,0.073170301,-0.062095956
cg16228286,0.063498558,0.125586836,-0.062088278
cg07311659,0.132717381,0.194803502,-0.062086121
cg18427336,0.08864818,0.150732839,-0.062084659
cg10250663,0.082058054,0.144141652,-0.062083598
cg03064067,0.255510988,0.317592202,-0.062081214
cg02809707,0.29602654,0.358107321,-0.062080781
cg16405026,0.30725339,0.369325074,-0.062071684
cg17944412,0.080376437,0.142439873,-0.062063436
cg16055026,0.105284788,0.167345584,-0.062060796
cg05091997,0.107601153,0.169658876,-0.062057723
cg17143518,0.248881381,0.310933582,-0.062052201
cg24221648,0.361740486,0.423791891,-0.062051405
cg14250833,0.41305925,0.47510891,-0.06204966
cg04380340,0.4654748,0.527515608,-0.062040808
cg25810938,0.298931345,0.3609709,-0.062039555
cg06737561,0.220366781,0.282404155,-0.062037374
cg07505433,0.03348771,0.095502081,-0.062014371
cg07540103,0.214299882,0.276308546,-0.062008664
cg20684180,0.255154388,0.317157826,-0.062003438
cg06757662,0.063781374,0.125784282,-0.062002908
cg02177231,0.378050555,0.440022356,-0.061971801
cg27406678,0.291402384,0.353366994,-0.06196461
cg03717588,0.266429843,0.328372683,-0.06194284
cg27438980,0.003673067,0.065614,-0.061940933
cg09902029,0.027962156,0.089889074,-0.061926918
cg09803407,0.031033805,0.092956895,-0.06192309
cg23709172,0.075361165,0.137279904,-0.061918739
cg05225187,0.051076956,0.112993208,-0.061916252
cg20512947,0.066196909,0.128099707,-0.061902798
cg09657173,0.059755585,0.121654224,-0.061898639
cg04556126,0.197713296,0.259606075,-0.061892779
cg03388193,0.317192213,0.379083574,-0.061891361
cg10280412,0.066124069,0.128011908,-0.061887839
cg04057016,0.110265934,0.172146164,-0.06188023
cg11113066,0.245680552,0.307557936,-0.061877384
cg10222027,0.171389457,0.233257709,-0.061868252
cg01686348,0.090379203,0.152244232,-0.061865029
cg08523865,0.223403981,0.285268027,-0.061864046
cg02255004,0.012097536,0.073960975,-0.061863439
cg06246999,0.136847975,0.198707675,-0.0618597
cg09061733,0.113067295,0.174918967,-0.061851672
cg03498383,0.046538663,0.108382766,-0.061844103
cg01688536,0.24377784,0.305607504,-0.061829664
cg06970451,-0.010012633,0.051815683,-0.061828316
cg11504897,0.060438747,0.122266962,-0.061828215
cg15124303,0.13673605,0.198561874,-0.061825824
cg10445449,0.194586643,0.256406958,-0.061820315
cg02244695,0.163138356,0.224950851,-0.061812495
cg00797104,0.104399948,0.166211849,-0.061811901
cg01132696,0.129154106,0.190958359,-0.061804253
cg25538627,0.045115268,0.106918408,-0.06180314
cg12113013,-0.134363825,-0.072566476,-0.061797349
cg24129382,-0.004485369,0.05730252,-0.061787889
cg14531663,0.206185079,0.267971177,-0.061786098
cg22167515,0.333221107,0.394996971,-0.061775864
cg23735296,0.022661931,0.084430966,-0.061769035
cg27292547,-0.016243347,0.045524111,-0.061767458
cg12187394,0.051144713,0.112905128,-0.061760415
cg12647574,0.070892078,0.132649541,-0.061757463
cg06482019,0.045537408,0.107291241,-0.061753833
cg14696458,0.18667148,0.248424114,-0.061752634
cg04370314,0.276623042,0.338375572,-0.06175253
cg09847476,0.067180139,0.128920512,-0.061740373
cg08985029,0.054376206,0.116116023,-0.061739817
cg22737624,0.308391048,0.370128701,-0.061737653
cg16806195,0.179971481,0.24170452,-0.061733039
cg27346356,0.086368209,0.148098744,-0.061730535
cg23548201,0.046531979,0.108259737,-0.061727758
cg01281157,0.209102156,0.270826509,-0.061724353
cg22273925,0.160363645,0.222087359,-0.061723714
cg14299940,0.263360028,0.325083244,-0.061723216
cg04360049,0.179874949,0.241596179,-0.06172123
cg14094983,0.104770448,0.166483484,-0.061713036
cg20628994,0.25536242,0.317073268,-0.061710848
cg04838988,0.230530409,0.292236316,-0.061705907
cg20322876,0.189838897,0.251544208,-0.061705311
cg04212846,0.022256523,0.083960844,-0.061704321
cg23400715,-0.016349407,0.045352086,-0.061701493
cg02100602,0.030477458,0.092176043,-0.061698585
cg24013620,0.453884999,0.515582582,-0.061697583
cg02868790,-0.077526702,-0.015838164,-0.061688538
cg22167893,0.165781131,0.227460768,-0.061679637
cg07909759,0.24306041,0.304739594,-0.061679184
cg26000462,0.184470012,0.246147439,-0.061677427
cg09972569,0.173631054,0.235299757,-0.061668703
cg23808946,0.347069618,0.40873828,-0.061668662
cg11337289,0.108689627,0.170356427,-0.0616668
cg27016579,0.066845901,0.128512692,-0.061666791
cg14399930,0.118329222,0.179992485,-0.061663263
cg06552356,0.190215653,0.251864421,-0.061648768
cg01873886,0.074375466,0.136024058,-0.061648592
cg16288089,0.401944922,0.463589943,-0.061645021
cg05419671,0.050867175,0.112507041,-0.061639866
cg08796640,0.090894258,0.152518696,-0.061624438
cg03587557,0.214807325,0.276430901,-0.061623576
cg13066983,0.161308137,0.222930711,-0.061622574
cg27109106,0.154434461,0.216056591,-0.06162213
cg26300500,-0.092503889,-0.030883391,-0.061620498
cg03568017,0.273341852,0.33495441,-0.061612558
cg12486169,0.199690021,0.261285162,-0.061595141
cg21485303,0.190268961,0.251863757,-0.061594796
cg26624796,0.22905595,0.290649748,-0.061593798
cg11901043,0.176724883,0.238315965,-0.061591082
cg13160251,-0.005733431,0.055857399,-0.06159083
cg27503398,0.017703942,0.079293433,-0.061589491
cg20512501,0.002710427,0.064298277,-0.06158785
cg04652097,0.3155319,0.377116047,-0.061584147
cg15621322,0.091894934,0.153475795,-0.061580861
cg07602841,0.108145543,0.169724527,-0.061578984
cg14808890,0.122031374,0.183599103,-0.061567729
cg06661450,0.199202826,0.260762121,-0.061559295
cg07099331,0.319091007,0.380649851,-0.061558844
cg18401367,0.312865837,0.374416175,-0.061550338
cg19414708,0.093498072,0.15503862,-0.061540548
cg08464190,0.252918584,0.314457341,-0.061538757
cg06094615,0.074242784,0.135766005,-0.061523221
cg01573472,0.032937369,0.094453888,-0.061516519
cg17574739,0.018509855,0.080020796,-0.061510941
cg19591408,0.013654449,0.075152696,-0.061498247
cg10641615,0.324515022,0.386012421,-0.061497399
cg22057720,0.097285174,0.158778715,-0.061493541
cg08323969,0.118337628,0.179826592,-0.061488964
cg18293662,0.172313182,0.233782335,-0.061469153
cg00861497,0.135221123,0.196690267,-0.061469144
cg04326348,-0.160463957,-0.099000333,-0.061463624
cg21654383,0.28727896,0.348740456,-0.061461496
cg08204702,0.277515776,0.338967885,-0.061452109
cg07211768,0.043846289,0.105287267,-0.061440978
cg17093995,0.280378719,0.341815741,-0.061437022
cg09960641,0.033473179,0.094907338,-0.061434159
cg03329976,0.096986284,0.158420347,-0.061434063
cg16630482,0.1406481,0.202076347,-0.061428247
cg05270344,0.141605196,0.203032303,-0.061427107
cg17271428,0.111981495,0.173404315,-0.06142282
cg13180809,0.140237092,0.201645764,-0.061408672
cg06528559,0.262874633,0.324282334,-0.061407701
cg23341089,0.112633177,0.174021476,-0.061388299
cg24198558,0.015302001,0.076682689,-0.061380688
cg06246114,0.092489918,0.153861589,-0.061371671
cg00929523,0.091582287,0.152953052,-0.061370765
cg16578825,-0.055938919,0.005429572,-0.061368491
cg04085789,0.111656488,0.173023145,-0.061366657
cg02078690,0.144406462,0.205769976,-0.061363514
cg27648858,0.034970467,0.096317442,-0.061346975
cg18459489,0.217944825,0.279287109,-0.061342284
cg23620228,0.094800165,0.156139718,-0.061339553
cg05024627,0.164736474,0.22607593,-0.061339456
cg10675276,0.189481858,0.250820713,-0.061338855
cg01454215,0.158912523,0.220250926,-0.061338403
cg21281951,0.171013336,0.23234467,-0.061331334
cg18271897,0.146246492,0.207565846,-0.061319354
cg10512745,0.375879442,0.437195748,-0.061316306
cg21920775,0.155940289,0.217248566,-0.061308277
cg03227037,0.088260391,0.149568594,-0.061308203
cg12379948,0.293504884,0.354805747,-0.061300863
cg14204784,0.303508107,0.364806236,-0.061298129
cg23463269,0.186576244,0.247873593,-0.061297349
cg10256336,0.122200109,0.18349668,-0.061296571
cg25620430,0.06806211,0.129350307,-0.061288197
cg22235018,0.18698775,0.248269386,-0.061281636
cg09996240,-0.16235051,-0.101070231,-0.061280279
cg11856078,0.254733708,0.316011939,-0.061278231
cg24674445,0.349264527,0.410533139,-0.061268612
cg17827020,0.145349892,0.20661775,-0.061267858
cg11104313,0.057920424,0.119183764,-0.06126334
cg23454003,0.028573273,0.08983419,-0.061260917
cg11042214,0.197701368,0.258943513,-0.061242145
cg15829535,0.09824939,0.159472627,-0.061223237
cg27070962,0.148478235,0.209693299,-0.061215064
cg09992746,0.167938568,0.229152635,-0.061214067
cg06313119,0.166195552,0.22740868,-0.061213128
cg26934993,0.049554919,0.110767042,-0.061212123
cg15845792,0.221878503,0.283090344,-0.061211841
cg12975230,0.441217784,0.502426674,-0.06120889
cg02120582,0.242280442,0.303482308,-0.061201866
cg03757784,0.056565121,0.117764068,-0.061198947
cg27183679,0.042397297,0.103589515,-0.061192218
cg25683325,0.301036497,0.362218856,-0.061182359
cg11198895,-0.139915601,-0.078734731,-0.06118087
cg23191956,0.227322102,0.288501873,-0.061179771
cg06763054,0.256558117,0.317736032,-0.061177915
cg16935980,0.318069003,0.379243253,-0.06117425
cg19899223,0.016266266,0.077437867,-0.061171601
cg16615954,0.217581814,0.278751518,-0.061169704
cg10395772,0.066618248,0.127787927,-0.061169679
cg00812438,0.238816025,0.299980465,-0.06116444
cg14943113,0.284130982,0.345293095,-0.061162113
cg12619347,-0.092925027,-0.0317662,-0.061158827
cg26983710,0.170012693,0.231170823,-0.06115813
cg06861044,0.156806042,0.217961346,-0.061155304
cg20756245,-0.171915246,-0.110761682,-0.061153564
cg17054759,0.059620569,0.120771296,-0.061150727
cg08447525,0.128638817,0.189787805,-0.061148988
cg15318396,0.045765952,0.106905684,-0.061139732
cg16907496,0.030915688,0.092054769,-0.061139081
cg01046798,0.256531035,0.31766468,-0.061133645
cg07336123,0.155497862,0.216624394,-0.061126532
cg13981425,0.143207014,0.204330293,-0.061123279
cg22202490,-0.093621403,-0.03249869,-0.061122713
cg16038327,-0.019538469,0.041576224,-0.061114693
cg13868106,0.107335356,0.168440137,-0.061104781
cg18366249,-0.178639755,-0.1175353,-0.061104455
cg09508289,0.137496741,0.198596778,-0.061100037
cg19280968,0.148738753,0.209838672,-0.061099919
cg15187790,0.123098753,0.184194527,-0.061095774
cg18761976,0.040698725,0.101790973,-0.061092248
cg26398921,0.197239479,0.258324414,-0.061084935
cg00326127,0.129282188,0.190360991,-0.061078803
cg24231804,0.174646027,0.235711194,-0.061065167
cg18090331,0.113317523,0.174379892,-0.061062369
cg18712199,0.068963282,0.130023436,-0.061060154
cg07835051,0.216618857,0.277676314,-0.061057457
cg05436658,0.292271852,0.353326256,-0.061054404
cg23499632,0.012094745,0.073140019,-0.061045274
cg04344565,0.199564931,0.260606718,-0.061041787
cg19277182,-0.039224513,0.021812538,-0.061037051
cg25928208,-0.126029038,-0.065001628,-0.06102741
cg06745030,0.084338668,0.145358406,-0.061019738
cg00822451,0.119459147,0.180472541,-0.061013394
cg18150908,-0.023293385,0.037706702,-0.061000087
cg14483431,0.062369526,0.123369451,-0.060999925
cg12419052,0.025727927,0.086710911,-0.060982984
cg01871695,0.051104871,0.112087825,-0.060982954
cg08045824,0.083069411,0.144050151,-0.06098074
cg06057566,0.075996106,0.136975555,-0.060979449
cg04350913,0.152840472,0.213813552,-0.06097308
cg05049335,0.013641894,0.074611107,-0.060969213
cg00938929,0.047759504,0.10872238,-0.060962876
cg06784991,0.207431469,0.268392619,-0.06096115
cg07891911,0.147233706,0.208187501,-0.060953795
cg07212852,0.144050221,0.205000624,-0.060950403
cg27337534,0.233231356,0.294180325,-0.060948969
cg14926717,0.236773331,0.29771989,-0.060946559
cg11286035,0.059521269,0.120464239,-0.06094297
cg22029297,0.082568957,0.143503978,-0.060935021
cg04475027,0.255647123,0.316579027,-0.060931904
cg18856581,0.32440934,0.385340708,-0.060931368
cg18091469,0.28722042,0.348151701,-0.060931281
cg11735997,0.220957334,0.281882188,-0.060924854
cg27298506,0.10902876,0.169953241,-0.060924481
cg12273325,0.085295466,0.146217851,-0.060922385
cg26292150,0.124700081,0.185619119,-0.060919038
cg27413385,0.052302823,0.113216046,-0.060913223
cg24877842,0.099228973,0.160140059,-0.060911086
cg13216057,0.065666912,0.126575974,-0.060909062
cg20195812,0.031514064,0.092408195,-0.060894131
cg04596004,0.134858688,0.195751885,-0.060893197
cg12874181,0.160745839,0.221633176,-0.060887337
cg11705208,0.08367311,0.144556164,-0.060883054
cg10583297,0.194914524,0.255788663,-0.060874139
cg10688516,0.037388001,0.098259917,-0.060871916
cg14183384,0.089505612,0.150364165,-0.060858553
cg00209038,0.200494861,0.261349426,-0.060854565
cg20009354,-0.106037148,-0.045187572,-0.060849576
cg11071202,0.007356386,0.068200937,-0.060844551
cg00141548,0.145360635,0.206204841,-0.060844206
cg25527090,0.361602442,0.422432818,-0.060830376
cg12651286,0.227816229,0.288644469,-0.06082824
cg06878741,0.027954189,0.088781538,-0.060827349
cg06044105,0.174053593,0.234876821,-0.060823228
cg04479464,-0.113806085,-0.052984177,-0.060821908
cg00557947,0.270508308,0.331313564,-0.060805256
cg12032370,0.075236797,0.136024984,-0.060788187
cg27383418,0.099050031,0.159833422,-0.060783391
cg17011981,0.1803086,0.24108522,-0.06077662
cg16837441,0.088814164,0.149590561,-0.060776397
cg22620090,0.516304975,0.577080121,-0.060775146
cg18295183,0.228731265,0.289504253,-0.060772988
cg00963654,0.11001906,0.170790521,-0.060771461
cg23174932,0.242687609,0.303456182,-0.060768573
cg24471254,0.223515452,0.284262005,-0.060746553
cg04857054,-0.057133707,0.00361,-0.060743707
cg02403180,0.284213697,0.344946288,-0.060732591
cg16309595,0.153946262,0.214673125,-0.060726863
cg06190732,-0.06013434,0.00059238,-0.06072672
cg27291698,0.179852877,0.240572714,-0.060719837
cg15690347,0.146106625,0.206822605,-0.06071598
cg24765658,0.101065099,0.161780652,-0.060715553
cg04473095,-0.079019576,-0.018310075,-0.060709501
cg01231779,0.049567967,0.110276819,-0.060708852
cg01546820,0.046872328,0.107578764,-0.060706436
cg14613271,0.070691624,0.13139094,-0.060699316
cg00573835,0.074924057,0.135622462,-0.060698405
cg20897830,0.024454595,0.085151175,-0.06069658
cg25024993,-0.016306118,0.044377989,-0.060684107
cg01483119,0.0910404,0.151720201,-0.060679801
cg23241456,0.059501774,0.120176599,-0.060674825
cg26987376,0.129857553,0.190529014,-0.060671461
cg13453904,0.039424923,0.100095763,-0.06067084
cg01085837,0.220792415,0.281462418,-0.060670003
cg19670286,0.284253145,0.344920404,-0.060667259
cg02254551,-0.098050067,-0.037389295,-0.060660772
cg14101485,0.051095904,0.11174873,-0.060652826
cg26891410,0.231852245,0.29249743,-0.060645185
cg02647878,0.219304304,0.279936651,-0.060632347
cg26014036,0.210460902,0.271091486,-0.060630584
cg13560123,0.215341727,0.275968606,-0.060626879
cg14651453,0.129773812,0.190394691,-0.060620879
cg19933664,0.178165925,0.238785963,-0.060620038
cg13631916,0.26807664,0.328692562,-0.060615922
cg05363903,0.157023329,0.217626065,-0.060602736
cg03890037,0.078708134,0.139304439,-0.060596305
cg20698862,0.240896627,0.301487668,-0.060591041
cg09003373,0.062605629,0.123195804,-0.060590175
cg10547025,0.003787172,0.064376565,-0.060589393
cg01383890,0.089206187,0.149793691,-0.060587504
cg26043257,0.331601824,0.392189054,-0.06058723
cg19716643,0.197861857,0.25844811,-0.060586253
cg24686610,0.165807316,0.226393274,-0.060585958
cg08294267,0.214144833,0.274725849,-0.060581016
cg00862894,0.198946255,0.259525348,-0.060579093
cg27577527,0.344325678,0.404898617,-0.060572939
cg08505883,-0.033241628,0.02733099,-0.060572618
cg01481159,0.28217875,0.342749766,-0.060571016
cg25950625,0.289998298,0.350560561,-0.060562263
cg12300725,-0.1440253,-0.083463403,-0.060561897
cg10251007,0.018263609,0.078824521,-0.060560912
cg12294121,0.273204615,0.333760687,-0.060556072
cg00128482,0.269931065,0.330485465,-0.0605544
cg04180299,0.097686196,0.158239875,-0.060553679
cg20702056,0.069747027,0.13029765,-0.060550623
cg21484527,0.061536808,0.122086615,-0.060549807
cg04795713,0.031541442,0.092082429,-0.060540987
cg08462988,0.135465163,0.196005926,-0.060540763
cg01226811,0.03039702,0.090936526,-0.060539506
cg00170003,0.406930736,0.46745746,-0.060526724
cg01971813,0.188630751,0.249157434,-0.060526683
cg13315345,0.20618346,0.266705242,-0.060521782
cg15184687,0.157399388,0.217919427,-0.060520039
cg08769300,0.035464189,0.095982066,-0.060517877
cg13689261,0.076029378,0.136543961,-0.060514583
cg14173476,-0.027479766,0.033034356,-0.060514122
cg20174636,0.116789703,0.177303175,-0.060513472
cg12602409,0.277680029,0.338191126,-0.060511097
cg20248204,0.087604833,0.148115097,-0.060510264
cg20744625,0.123831365,0.184341004,-0.060509639
cg25255293,0.118645538,0.179151756,-0.060506218
cg18240528,-0.018365382,0.042138635,-0.060504017
cg27431545,-0.061919098,-0.001415345,-0.060503753
cg09408098,0.18569609,0.246193895,-0.060497805
cg06065225,0.245183053,0.305676658,-0.060493605
cg00625845,-0.263418192,-0.202935129,-0.060483063
cg20655113,0.013313077,0.073789877,-0.0604768
cg18438793,0.37349897,0.433973324,-0.060474354
cg02920216,0.189322887,0.249794716,-0.060471829
cg01422797,0.115745126,0.176215303,-0.060470177
cg13481969,0.143073809,0.203542798,-0.060468989
cg12918473,0.257683405,0.318150881,-0.060467476
cg00663972,0.165243572,0.22570587,-0.060462298
cg08294986,0.053993964,0.114452085,-0.060458121
cg16909914,0.113377516,0.173831791,-0.060454275
cg03439606,0.176634637,0.237072603,-0.060437966
cg24378136,0.078110602,0.138548026,-0.060437424
cg09464206,0.015487176,0.07592248,-0.060435304
cg02321112,0.189642055,0.250075428,-0.060433373
cg18633693,0.183863381,0.244292643,-0.060429262
cg25739043,0.01094091,0.07136339,-0.06042248
cg26349976,0.059703158,0.12011746,-0.060414302
cg01933308,0.259624116,0.32003364,-0.060409524
cg21825879,0.116466516,0.176873776,-0.06040726
cg03466326,0.137941479,0.198338791,-0.060397312
cg04877901,0.201630146,0.262023296,-0.06039315
cg01428589,0.369366283,0.429754194,-0.060387911
cg14417687,0.059899459,0.120287241,-0.060387782
cg06616729,0.267887588,0.328266443,-0.060378855
cg01868405,0.126149422,0.186525017,-0.060375595
cg16897193,0.226870451,0.287243501,-0.06037305
cg01819759,0.030846252,0.09121628,-0.060370028
cg22991101,0.066653174,0.127021609,-0.060368435
cg12582654,0.105966216,0.166325147,-0.060358931
cg14270687,0.109665167,0.170023743,-0.060358576
cg16890796,0.136920185,0.1972774,-0.060357215
cg16626196,-0.163474091,-0.103126452,-0.060347639
cg17175984,-0.109412039,-0.049067328,-0.060344711
cg19194454,0.040145252,0.100488893,-0.060343641
cg25662463,0.073552603,0.133895338,-0.060342735
cg18887230,0.311587418,0.371924226,-0.060336808
cg18777299,0.194736718,0.255064744,-0.060328026
cg01995938,0.006188126,0.066512798,-0.060324672
cg19702785,0.163897276,0.224214957,-0.060317681
cg04656042,0.254605744,0.314919244,-0.0603135
cg19734327,-0.08156116,-0.021248589,-0.060312571
cg11936643,0.062243536,0.122552496,-0.06030896
cg26196480,0.115242924,0.175551228,-0.060308304
cg16903225,0.025193446,0.08549502,-0.060301574
cg02379107,0.007066609,0.067367851,-0.060301242
cg02919422,0.228899786,0.289196897,-0.060297111
cg08676975,0.108679827,0.168964218,-0.060284391
cg21692620,0.009660539,0.069944477,-0.060283938
cg06755373,0.011622986,0.071904322,-0.060281336
cg17110006,0.055369012,0.115644927,-0.060275915
cg22474464,0.289029968,0.349305467,-0.060275499
cg15621656,0.008138416,0.068400821,-0.060262405
cg22784258,-0.095901513,-0.035662,-0.060239513
cg17871749,0.078793624,0.139025255,-0.060231631
cg00637695,0.056342309,0.116571642,-0.060229333
cg18962237,0.103356818,0.163583818,-0.060227
cg07621046,0.278722996,0.338949279,-0.060226283
cg03015790,0.147834158,0.208055005,-0.060220847
cg05101437,0.056295724,0.116515499,-0.060219775
cg19909349,0.03891739,0.099136566,-0.060219176
cg00507477,-0.120660057,-0.060442662,-0.060217395
cg21766898,0.340254571,0.400466661,-0.06021209
cg17544952,0.190605208,0.250817044,-0.060211836
cg18023283,0.139206713,0.199413625,-0.060206912
cg22676401,0.256881158,0.317080167,-0.060199009
cg24510494,0.294573211,0.35476962,-0.060196409
cg25532627,0.066624883,0.126807033,-0.06018215
cg14694038,0.063083415,0.123253897,-0.060170482
cg05966241,0.174584132,0.23474209,-0.060157958
cg10542562,0.106410021,0.166560566,-0.060150545
cg13688770,0.056075149,0.116224853,-0.060149704
cg19151121,-0.000623238,0.059525857,-0.060149095
cg13334883,0.041757305,0.101905984,-0.060148679
cg13810562,0.128173833,0.188319162,-0.060145329
cg04367252,0.089198203,0.149341889,-0.060143686
cg24843380,0.162430044,0.222573245,-0.060143201
cg17633592,0.122168086,0.182309078,-0.060140992
cg07910986,0.094951043,0.155091709,-0.060140666
cg16847695,0.114259235,0.174397372,-0.060138137
cg09795588,0.226987551,0.287124082,-0.060136531
cg08855288,0.153509213,0.213642287,-0.060133074
cg20312484,0.092489361,0.152613289,-0.060123928
cg09840968,0.311552951,0.371675151,-0.0601222
cg00546491,0.023668575,0.083788399,-0.060119824
cg25949033,0.098857874,0.158961308,-0.060103434
cg08804892,0.150329566,0.210413137,-0.060083571
cg09016797,0.10999519,0.170069716,-0.060074526
cg21678312,0.137784639,0.197856345,-0.060071706
cg03180780,0.165907263,0.225976965,-0.060069702
cg05927742,0.177794064,0.237861008,-0.060066944
cg02298327,-0.136249873,-0.076185888,-0.060063985
cg02561482,0.300940495,0.361002891,-0.060062396
cg05044431,0.189788037,0.249850379,-0.060062342
cg01566217,0.060213593,0.120275411,-0.060061818
cg14647451,-0.013487249,0.046569594,-0.060056843
cg12666279,0.281538711,0.341580775,-0.060042064
cg20235658,0.172533306,0.232548687,-0.060015381
cg11235498,0.084337645,0.144352838,-0.060015193
cg18928153,0.27010489,0.330105927,-0.060001037
cg03420998,0.076747935,0.136748255,-0.06000032
cg25736183,-0.083366159,-0.023368029,-0.05999813
cg11623714,0.152751932,0.212737194,-0.059985262
cg16023304,-0.094212314,-0.034239094,-0.05997322
cg06429887,-0.086201191,-0.026246637,-0.059954554
cg00378730,0.057073357,0.117025372,-0.059952015
cg26732615,0.078520639,0.138457909,-0.05993727
cg12007399,0.053780104,0.113717142,-0.059937038
cg06385227,0.191945854,0.251877142,-0.059931288
cg08026618,0.099179214,0.159108868,-0.059929654
cg17485021,0.190885579,0.250812866,-0.059927287
cg27444994,0.14494353,0.204866867,-0.059923337
cg07381778,0.157611683,0.217532144,-0.059920461
cg01764198,0.133253286,0.193168592,-0.059915306
cg16541998,0.050871257,0.110785357,-0.0599141
cg01120874,-0.012622034,0.047291357,-0.059913391
cg00131983,0.103054492,0.162962394,-0.059907902
cg18043283,-0.104996852,-0.045096356,-0.059900496
cg14731570,-0.097437037,-0.037544413,-0.059892624
cg18731327,0.132954437,0.192831253,-0.059876816
cg14289542,0.191683595,0.251544344,-0.059860749
cg03351487,-0.107245319,-0.04738578,-0.059859539
cg15209566,0.030421875,0.090275928,-0.059854053
cg10128164,0.277078429,0.336930192,-0.059851763
cg06974175,0.06124889,0.121099481,-0.059850591
cg12464561,0.053812421,0.113662867,-0.059850446
cg27202210,0.039327409,0.09917144,-0.059844031
cg12384499,0.168089865,0.227931017,-0.059841152
cg16364709,0.107731712,0.167564091,-0.059832379
cg07931391,0.420494562,0.480289851,-0.059795289
cg01718322,0.116222111,0.176009204,-0.059787093
cg19698472,-0.055050356,0.004735647,-0.059786003
cg26372400,0.203094059,0.262879811,-0.059785752
cg26682664,0.031648127,0.091429607,-0.05978148
cg06904403,0.241263784,0.301037755,-0.059773971
cg11474864,0.151843947,0.211604493,-0.059760546
cg02992639,0.025569825,0.085327098,-0.059757273
