CpG,early_dbeta,later_dbeta,dbate_dif
cg25638993,0.017343192,-0.028024769,0.045367961
cg02612397,0.064478499,0.019118461,0.045360038
cg07845873,0.032589999,-0.012767794,0.045357793
cg05663891,-0.139323599,-0.184681216,0.045357617
cg02322653,0.005508794,-0.039844151,0.045352945
cg20569034,0.016302674,-0.029044817,0.045347491
cg11559769,-0.216361992,-0.26170508,0.045343088
cg15050051,-0.135785171,-0.181117975,0.045332804
cg18699526,-0.027325748,-0.072655414,0.045329666
cg16149574,-0.058710019,-0.104036348,0.045326329
cg16291750,-0.175926616,-0.221235963,0.045309347
cg19734163,0.274968313,0.229662766,0.045305547
cg26600802,-0.230409518,-0.27571468,0.045305162
cg03042692,-0.031823915,-0.077125352,0.045301437
cg23533254,0.112398818,0.067097589,0.045301229
cg03479694,0.031868161,-0.013430023,0.045298184
cg22253393,-0.088821882,-0.134108404,0.045286522
cg16884222,-0.063172496,-0.108456654,0.045284158
cg13846509,-0.113094458,-0.158378125,0.045283667
cg01454752,0.003815146,-0.041463537,0.045278683
cg01508350,-0.022113355,-0.067390499,0.045277144
cg12560907,-0.027133647,-0.072401499,0.045267852
cg12279518,-0.028480141,-0.073742295,0.045262154
cg14025044,-0.089817195,-0.135067496,0.045250301
cg16949914,0.054817503,0.009569276,0.045248227
cg05968369,-0.018331676,-0.063567072,0.045235396
cg19666687,-0.247761543,-0.292996938,0.045235395
cg12034938,-0.066859576,-0.11209085,0.045231274
cg08410691,-0.157895645,-0.20310788,0.045212235
cg00269725,-0.151460781,-0.196666017,0.045205236
cg06394109,-0.14433522,-0.189536052,0.045200832
cg15957055,0.076674177,0.031480795,0.045193382
cg08220432,-0.073076433,-0.118268752,0.045192319
cg27463181,-0.039976954,-0.085168531,0.045191577
cg13910046,0.363736233,0.318546492,0.045189741
cg00107982,0.262144996,0.216955803,0.045189193
cg23198334,-0.202266892,-0.247442999,0.045176107
cg10177359,-0.051120757,-0.096296718,0.045175961
cg23261107,-0.117197074,-0.162369723,0.045172649
cg25163611,-0.064321517,-0.109494071,0.045172554
cg21722418,-0.15663828,-0.201805342,0.045167062
cg07694390,-0.02463784,-0.069801709,0.045163869
cg16242653,-0.050583582,-0.09573572,0.045152138
cg09220563,-0.322360097,-0.367495532,0.045135435
cg10092691,-0.014471953,-0.05960356,0.045131607
cg16001335,0.03377312,-0.011337147,0.045110267
cg18425570,-0.203798142,-0.248902039,0.045103897
cg07130714,-0.21671774,-0.261815783,0.045098043
cg17980786,-0.10024311,-0.145340914,0.045097804
cg19106893,0.088834787,0.043739636,0.045095151
cg05860220,-0.135329733,-0.18041924,0.045089507
cg02362508,-0.153772628,-0.198861923,0.045089295
cg18244508,-0.186346608,-0.231392457,0.045045849
cg08918576,-0.224267194,-0.269310052,0.045042858
cg01412856,-0.097927504,-0.142969536,0.045042032
cg20761290,0.173099158,0.128058289,0.045040869
cg00927256,0.078544114,0.033505653,0.045038461
cg07114009,0.122763913,0.07773111,0.045032803
cg23224042,-0.055813362,-0.100844679,0.045031317
cg18356170,-0.126740111,-0.171764945,0.045024834
cg02124291,-0.062089319,-0.107112986,0.045023667
cg15986555,-0.052383179,-0.097397546,0.045014367
cg11085304,-0.011557787,-0.05655663,0.044998843
cg15897209,-0.114689478,-0.15968688,0.044997402
cg16510070,0.072249254,0.027259559,0.044989695
cg01550828,0.01445671,-0.030526172,0.044982882
cg02005771,-0.018087462,-0.063068443,0.044980981
cg04238983,-0.081130274,-0.126104175,0.044973901
cg08097417,-0.013202722,-0.058176196,0.044973474
cg20241375,-0.051856873,-0.096822958,0.044966085
cg26501671,-0.221622801,-0.266578496,0.044955695
cg00943851,0.070205024,0.025255274,0.04494975
cg20141733,-0.137170929,-0.18211386,0.044942931
cg03013946,-0.106554254,-0.151491279,0.044937025
cg14411804,-0.242205607,-0.287136382,0.044930775
cg25133753,-0.247087141,-0.292009245,0.044922104
cg01076970,0.14462812,0.099717203,0.044910917
cg20046236,-0.089501122,-0.134405736,0.044904614
cg08708408,-0.115570985,-0.160466616,0.044895631
cg15844441,-0.129905601,-0.174782128,0.044876527
cg27378835,-0.017963871,-0.062840211,0.04487634
cg16426764,-0.004211881,-0.049084142,0.044872261
cg21741679,-0.054204185,-0.099070574,0.044866389
cg00496462,-0.042335483,-0.087195612,0.044860129
cg16448702,-0.096750304,-0.141607479,0.044857175
cg10588893,-0.001920877,-0.046774684,0.044853807
cg05696715,-0.162110851,-0.206957043,0.044846192
cg01365152,-0.105566985,-0.150408286,0.044841301
cg16449489,-0.037010863,-0.081851103,0.04484024
cg02696201,-0.101910915,-0.14675073,0.044839815
cg17865555,0.015445668,-0.029393414,0.044839082
cg10118167,-0.044121063,-0.088958258,0.044837195
cg16625119,-0.082902294,-0.127738611,0.044836317
cg16577789,-0.031672217,-0.076500963,0.044828746
cg10296238,0.032127313,-0.012698761,0.044826074
cg02958014,-0.205326028,-0.250141387,0.044815359
cg13270350,-0.038505055,-0.08330837,0.044803315
cg12908763,0.188555753,0.143764559,0.044791194
cg07078225,0.263374657,0.218585445,0.044789212
cg10709593,0.078416583,0.033653486,0.044763097
cg02883150,-0.117736349,-0.162497008,0.044760659
cg00221012,-0.10679245,-0.151552758,0.044760308
cg12030941,0.2597407,0.214983082,0.044757618
cg23511851,-0.088289071,-0.133040644,0.044751573
cg06887897,-0.095747499,-0.140495727,0.044748228
cg21605238,-0.176537952,-0.221284668,0.044746716
cg09410045,-0.04554042,-0.090273866,0.044733446
cg13594869,-0.236666309,-0.281394936,0.044728627
cg20902104,-0.093731716,-0.138451186,0.04471947
cg07397481,-0.030833884,-0.075550889,0.044717005
cg13845858,-0.148767389,-0.193481463,0.044714074
cg19758151,0.04167084,-0.003039029,0.044709869
cg06760305,0.114325129,0.069623106,0.044702023
cg24252695,-0.043203528,-0.087900217,0.044696689
cg02876326,-0.11167234,-0.156365654,0.044693314
cg14654773,-0.060857365,-0.105538762,0.044681397
cg24645611,-0.078326049,-0.123002022,0.044675973
cg10073584,-0.025113045,-0.069777452,0.044664407
cg06001716,0.050635477,0.005977472,0.044658005
cg19384540,-0.144326212,-0.188982516,0.044656304
cg11345505,-0.014947489,-0.059595737,0.044648248
cg04765277,0.001229621,-0.043414299,0.04464392
cg02643668,-0.001923242,-0.046566906,0.044643664
cg01618102,-0.187150652,-0.231785545,0.044634893
cg12354870,-0.01219165,-0.056825901,0.044634251
cg07841815,0.301267909,0.256635605,0.044632304
cg04001520,-0.080361446,-0.124992894,0.044631448
cg12813108,-0.074186598,-0.118817275,0.044630677
cg00088916,-0.09484859,-0.139471803,0.044623213
cg04993279,0.134238703,0.089631488,0.044607215
cg26353448,0.001268053,-0.043337956,0.044606009
cg16656411,0.001848235,-0.042746109,0.044594344
cg04484415,0.045778782,0.001184831,0.044593951
cg03998835,0.058673265,0.014084187,0.044589078
cg07640117,-0.0187004,-0.063281556,0.044581156
cg04055779,-0.117531615,-0.162109835,0.04457822
cg07148743,0.020905656,-0.023655344,0.044561
cg09431058,-0.046798017,-0.091358819,0.044560802
cg00900105,-0.02935398,-0.073907417,0.044553437
cg17362483,-0.180857584,-0.225406534,0.04454895
cg15202123,0.055264335,0.010734879,0.044529456
cg20112376,0.073358204,0.02883832,0.044519884
cg21325760,-0.08346078,-0.127980578,0.044519798
cg05938001,-0.012359619,-0.056869703,0.044510084
cg01044180,-0.102022284,-0.146531901,0.044509617
cg00986610,-0.055969752,-0.100478747,0.044508995
cg12207153,-0.012511181,-0.057000596,0.044489415
cg15066197,-0.106883929,-0.151370279,0.04448635
cg05296099,-0.141352895,-0.185835848,0.044482953
cg02634507,-0.15416043,-0.19863775,0.04447732
cg25368103,-0.165470424,-0.209946059,0.044475635
cg04800142,-0.213932051,-0.258396246,0.044464195
cg02140579,-0.176934194,-0.22138932,0.044455126
cg07507114,-0.114730219,-0.159179177,0.044448958
cg06609843,-0.105796169,-0.150239974,0.044443805
cg23930328,-0.098250716,-0.142675052,0.044424336
cg07412281,0.000330771,-0.044089095,0.044419866
cg20530613,-0.038610366,-0.083026104,0.044415738
cg10905495,0.128425211,0.084013104,0.044412107
cg03987786,0.09100183,0.046590887,0.044410943
cg05567813,-0.059730527,-0.10413025,0.044399723
cg05048523,-0.072531254,-0.116926487,0.044395233
cg21052656,-0.176795419,-0.221190413,0.044394994
cg25825391,-0.075488794,-0.119880862,0.044392068
cg05094081,-0.02671874,-0.071106842,0.044388102
cg07916654,-0.18216865,-0.2265461,0.04437745
cg06545330,-0.09428504,-0.138656203,0.044371163
cg03257417,-0.086326896,-0.130689825,0.044362929
cg18796319,-0.107159654,-0.151519248,0.044359594
cg16273485,-0.208935427,-0.253249535,0.044314108
cg27635135,-0.166064835,-0.21037511,0.044310275
cg01763692,-0.225026156,-0.269328991,0.044302835
cg04269193,-0.020772166,-0.065074468,0.044302302
cg22719314,-0.06656284,-0.11086319,0.04430035
cg22888055,0.161402452,0.117103439,0.044299013
cg10120764,-0.12073142,-0.165021948,0.044290528
cg11081231,-0.02942846,-0.073716661,0.044288201
cg21106461,-0.161806782,-0.206088295,0.044281513
cg25080229,0.057352853,0.013082147,0.044270706
cg22519160,-0.02634393,-0.070613311,0.044269381
cg27483571,-0.041172681,-0.085438259,0.044265578
cg05331214,-0.253884962,-0.298147016,0.044262054
cg08259514,0.174852494,0.130594056,0.044258438
cg05297677,-0.107154176,-0.151406284,0.044252108
cg01424562,0.262150094,0.217900102,0.044249992
cg06168875,-0.151550832,-0.195789726,0.044238894
cg02052915,0.022564193,-0.02166759,0.044231783
cg22439209,-0.084149711,-0.12837713,0.044227419
cg25034991,-0.01445741,-0.058683063,0.044225653
cg25492383,-0.031256235,-0.07548081,0.044224575
cg14569837,-0.224343036,-0.268566799,0.044223763
cg00476243,0.158450579,0.114236192,0.044214387
cg15008743,0.054837682,0.010625368,0.044212314
cg12690016,-0.038587357,-0.08279477,0.044207413
cg21359793,-0.185245157,-0.229443058,0.044197901
cg09335647,0.077976932,0.033781233,0.044195699
cg16852483,-0.33241816,-0.376603252,0.044185092
cg27379915,0.096168006,0.05198661,0.044181396
cg10131026,-0.140571919,-0.184744259,0.04417234
cg24756403,0.006696557,-0.037475124,0.044171681
cg19718309,0.230018376,0.185864015,0.044154361
cg25476235,-0.115414356,-0.159563034,0.044148678
cg16452248,-0.050210822,-0.094358493,0.044147671
cg03844060,-0.059719933,-0.103856276,0.044136343
cg00245032,-0.199616339,-0.243751729,0.04413539
cg00874055,0.310409147,0.266276683,0.044132464
cg24749688,0.120989271,0.076857398,0.044131873
cg10268509,-0.148896541,-0.193011803,0.044115262
cg09704885,-0.05317873,-0.097291968,0.044113238
cg12555652,-0.037885933,-0.081998069,0.044112136
cg18161898,-0.102284375,-0.146395641,0.044111266
cg15798823,-0.195958276,-0.240067593,0.044109317
cg25131544,-0.020739859,-0.064833926,0.044094067
cg09138028,-0.080005359,-0.124098876,0.044093517
cg15452017,-0.134122104,-0.178214578,0.044092474
cg20942223,0.030615881,-0.013474802,0.044090683
cg04499646,-0.18319445,-0.227283659,0.044089209
cg01188753,-0.086875674,-0.130962162,0.044086488
cg08088525,-0.12940962,-0.173494952,0.044085332
cg08537367,-0.17608533,-0.220156228,0.044070898
cg24678117,-0.059754043,-0.103813675,0.044059632
cg06106126,-0.123928809,-0.16798617,0.044057361
cg06303936,-0.087952505,-0.131996472,0.044043967
cg24571110,-0.026203205,-0.070235526,0.044032321
cg19926611,-0.027088236,-0.07111714,0.044028904
cg16165748,0.224191687,0.180167018,0.044024669
cg10787919,0.049653768,0.005634533,0.044019235
cg27181574,-0.070910595,-0.114920629,0.044010034
cg19856444,0.044745473,0.000737516,0.044007957
cg14399122,-0.180025235,-0.224026075,0.04400084
cg13188263,-0.050390769,-0.094388498,0.043997729
cg21721825,-0.167037725,-0.21103191,0.043994185
cg12074485,-0.019709396,-0.063693135,0.043983739
cg23012310,0.098303856,0.054321791,0.043982065
cg26013579,0.154567044,0.110585881,0.043981163
cg14223579,-0.134101454,-0.178080919,0.043979465
cg11096515,-0.004804548,-0.048783259,0.043978711
cg01736164,-0.213663533,-0.257635359,0.043971826
cg15479427,0.025413454,-0.018553964,0.043967418
cg16933922,0.200937692,0.15697303,0.043964662
cg22960945,0.103607874,0.059644963,0.043962911
cg22589504,-0.10389164,-0.147847237,0.043955597
cg24761668,-0.018408261,-0.062361244,0.043952983
cg21901223,-0.100632756,-0.144584455,0.043951699
cg21831467,0.024682481,-0.019265688,0.043948169
cg10533069,0.044798438,0.000850356,0.043948082
cg06674731,0.10637053,0.062425157,0.043945373
cg15700636,0.001021129,-0.042921356,0.043942485
cg25077371,-0.138896951,-0.182835568,0.043938617
cg11413443,-0.15357524,-0.197513295,0.043938055
cg19432362,0.117210408,0.073284547,0.043925861
cg14338210,-0.024053346,-0.067975381,0.043922035
cg15439294,-0.073937417,-0.11785467,0.043917253
cg23386594,0.03504051,-0.008871687,0.043912197
cg12984636,-0.06460337,-0.108515353,0.043911983
cg06873024,-0.227474007,-0.271384124,0.043910117
cg19755171,-0.009044186,-0.052951539,0.043907353
cg04548327,-0.219898852,-0.263803773,0.043904921
cg07012128,-0.0173522,-0.061253909,0.043901709
cg05284873,0.122720951,0.078823504,0.043897447
cg08072840,-0.041208907,-0.085101248,0.043892341
cg12944183,0.130564613,0.086678451,0.043886162
cg14345882,-0.020293849,-0.064176485,0.043882636
cg27234929,0.009018544,-0.034860872,0.043879416
cg18431123,-0.056610116,-0.100488472,0.043878356
cg11225751,-0.102383668,-0.146261428,0.04387776
cg16118839,-0.217737831,-0.26161517,0.043877339
cg12151328,-0.118362757,-0.162226868,0.043864111
cg06759806,-0.093428316,-0.137277642,0.043849326
cg03322979,0.11382341,0.069980921,0.043842489
cg13095627,0.115858307,0.072019178,0.043839129
cg17647537,-0.01586015,-0.05969927,0.04383912
cg07882863,-0.076026818,-0.119864412,0.043837594
cg22194948,0.160259186,0.116437621,0.043821565
cg24580655,-0.192335376,-0.236138436,0.04380306
cg16906641,-0.183859325,-0.227661084,0.043801759
cg05924734,-0.071658774,-0.115459927,0.043801153
cg23989584,-0.022048894,-0.06584848,0.043799586
cg12052144,-0.122149754,-0.165948586,0.043798832
cg16446783,-0.177687564,-0.221484701,0.043797137
cg00791905,0.037740531,-0.006040648,0.043781179
cg08795535,0.061860909,0.01808246,0.043778449
cg20895028,0.016978322,-0.026777712,0.043756034
cg25862063,0.111703004,0.067948826,0.043754178
cg21214521,-0.200093243,-0.243844499,0.043751256
cg20937016,0.128341524,0.084591483,0.043750041
cg03914397,-0.165449569,-0.209198586,0.043749017
cg16365352,-0.063970366,-0.107717684,0.043747318
cg14652031,0.058609852,0.014886044,0.043723808
cg08114410,-0.117528468,-0.161238277,0.043709809
cg07890553,-0.134624479,-0.178285146,0.043660667
cg24098867,-0.057392901,-0.101051811,0.04365891
cg27425841,-0.232589849,-0.276237341,0.043647492
cg06400334,-0.022925284,-0.066569517,0.043644233
cg09256941,-0.022750481,-0.066392603,0.043642122
cg16293853,-0.044612864,-0.088238596,0.043625732
cg17294620,0.056281931,0.012667229,0.043614702
cg11367404,-0.009501201,-0.053115249,0.043614048
cg27273946,-0.114797464,-0.158410399,0.043612935
cg03650608,-0.13604748,-0.179659839,0.043612359
cg00290626,-0.149958004,-0.193569482,0.043611478
cg21248287,-0.151738217,-0.195342915,0.043604698
cg02852959,0.450805524,0.407208121,0.043597403
cg26954695,-0.121398388,-0.164992362,0.043593974
cg15008587,-0.094673047,-0.138257859,0.043584812
cg22203237,0.115024073,0.071460553,0.04356352
cg02217247,0.150454337,0.106895277,0.04355906
cg13518856,-0.0408543,-0.084408233,0.043553933
cg12430455,0.005160316,-0.038383752,0.043544068
cg11416492,0.079741632,0.036198805,0.043542827
cg21572719,-0.126562052,-0.170104204,0.043542152
cg15077873,-0.029191939,-0.072727233,0.043535294
cg18975662,-0.028977371,-0.072509037,0.043531666
cg26211529,-0.109660899,-0.153191923,0.043531024
cg06179228,-0.052538869,-0.096068399,0.04352953
cg11584277,-0.05337232,-0.096898341,0.043526021
cg00307214,0.234691392,0.191166132,0.04352526
cg16282618,-0.066849216,-0.110364559,0.043515343
cg00871129,-0.123996025,-0.167510964,0.043514939
cg25982483,-0.023305121,-0.066807663,0.043502542
cg03079640,0.018789506,-0.024708576,0.043498082
cg18062721,0.085336982,0.041866052,0.04347093
cg03635442,0.028121314,-0.015343819,0.043465133
cg26546113,0.108857226,0.065392967,0.043464259
cg24495008,0.180409911,0.136946214,0.043463697
cg18843110,0.063580973,0.02012482,0.043456153
cg23822644,-0.045080671,-0.08853429,0.043453619
cg25320388,-0.176304946,-0.219757011,0.043452065
cg24679420,-0.038121389,-0.081566312,0.043444923
cg08631650,-0.106881313,-0.150323294,0.043441981
cg10921277,0.197335443,0.153893937,0.043441506
cg18948877,-0.205702151,-0.24914133,0.043439179
cg13797073,-0.057301836,-0.100734874,0.043433038
cg01353941,0.011523523,-0.031886449,0.043409972
cg09137630,-0.088906688,-0.132316535,0.043409847
cg19186806,0.003332733,-0.040075202,0.043407935
cg24531489,0.208975988,0.165572019,0.043403969
cg04816699,-0.024673605,-0.068074703,0.043401098
cg18021467,-0.110978181,-0.154379156,0.043400975
cg05740582,-0.246043499,-0.2894373,0.043393801
cg22706186,0.288893789,0.245511548,0.043382241
cg13705810,0.007666209,-0.035715971,0.04338218
cg17609931,0.059380676,0.015999792,0.043380884
cg05916744,0.094958741,0.051585019,0.043373722
cg01181150,-0.168332919,-0.211692498,0.043359579
cg12027424,-0.028075257,-0.07141726,0.043342003
cg14284907,-0.003387772,-0.046727763,0.043339991
cg27335947,-0.058494395,-0.101833086,0.043338691
cg04554240,0.056125115,0.012788778,0.043336337
cg04846432,-0.154671541,-0.198003875,0.043332334
cg05167429,-0.023699355,-0.067021213,0.043321858
cg18702012,0.197703822,0.154394347,0.043309475
cg20219053,0.033023303,-0.010277301,0.043300604
cg10328844,-0.135722185,-0.179018147,0.043295962
cg05118455,-0.082705848,-0.125999188,0.04329334
cg21116314,-0.020896358,-0.064185865,0.043289507
cg02489377,-0.048761054,-0.092045159,0.043284105
cg18415382,-0.075418559,-0.118697666,0.043279107
cg17238677,-0.076256276,-0.119524185,0.043267909
cg05017639,-0.262275355,-0.305536897,0.043261542
cg01229860,0.041666729,-0.001589568,0.043256297
cg00323014,-0.050423095,-0.093664343,0.043241248
cg05376362,-0.241058811,-0.28429904,0.043240229
cg01360586,-0.126702105,-0.16993787,0.043235765
cg04267345,0.055034964,0.011801894,0.04323307
cg05662884,-0.202803953,-0.24603108,0.043227127
cg22843712,0.156489913,0.113265596,0.043224317
cg20720118,-0.015519663,-0.058736853,0.04321719
cg27328211,-0.091594711,-0.134807638,0.043212927
cg20346912,0.125077489,0.081870465,0.043207024
cg18806716,0.047980474,0.004782437,0.043198037
cg18828927,-0.164399641,-0.207591128,0.043191487
cg16386806,-0.033161621,-0.076351949,0.043190328
cg23148094,-0.078054328,-0.121240082,0.043185754
cg26289788,-0.036073981,-0.079250027,0.043176046
cg14879645,0.0549395,0.011767323,0.043172177
cg10077746,0.247440197,0.204268432,0.043171765
cg15884713,-0.074088127,-0.11724415,0.043156023
cg22654055,0.009852959,-0.033301973,0.043154932
cg18781372,-0.167705889,-0.210850493,0.043144604
cg07138070,-0.072771147,-0.115908765,0.043137618
cg06866232,-0.008719647,-0.051857152,0.043137505
cg19789753,0.000340782,-0.042794195,0.043134977
cg12903574,-0.035717384,-0.078849732,0.043132348
cg15091323,0.047637925,0.004505974,0.043131951
cg12025690,-0.098742482,-0.141867857,0.043125375
cg13695041,-0.033277238,-0.076392116,0.043114878
cg15816911,-0.026792028,-0.069899051,0.043107023
cg23796130,-0.146704322,-0.189805031,0.043100709
cg06418907,0.04639669,0.00330507,0.04309162
cg01042641,-0.102805447,-0.145895275,0.043089828
cg11741115,-0.016636469,-0.059707462,0.043070993
cg11818841,-0.025984249,-0.069043134,0.043058885
cg00871381,-0.029586693,-0.072644671,0.043057978
cg13977620,-0.111930229,-0.154981543,0.043051314
cg00120825,-0.148701007,-0.191749801,0.043048794
cg02534659,0.057381833,0.014335404,0.043046429
cg14942536,-0.054662442,-0.09769883,0.043036388
cg18949794,0.00218119,-0.040840401,0.043021591
cg00023673,-0.107915025,-0.150934807,0.043019782
cg22986870,-0.05269356,-0.095709541,0.043015981
cg24207176,0.24534647,0.202332812,0.043013658
cg23207542,-0.211377879,-0.254390418,0.043012539
cg01282195,-0.028741169,-0.071746189,0.04300502
cg14233855,-0.167285543,-0.210289602,0.043004059
cg06353345,-0.254477647,-0.297481576,0.043003929
cg13824319,0.002431235,-0.040567596,0.042998831
cg14996490,-0.088783246,-0.131773463,0.042990217
cg07141875,-0.054965591,-0.097941355,0.042975764
cg26098816,-0.010527054,-0.053495203,0.042968149
cg26679855,-0.16805498,-0.211021012,0.042966032
cg09354518,-0.185335612,-0.228300914,0.042965302
cg22520372,-0.206766309,-0.249720748,0.042954439
cg08996748,0.121675334,0.078727453,0.042947881
cg09744448,-0.062992233,-0.105933654,0.042941421
cg21996813,-0.026991254,-0.069931954,0.0429407
cg13371910,-0.199136174,-0.242076176,0.042940002
cg07873449,-0.027234676,-0.070166235,0.042931559
cg03457781,-0.188081897,-0.231002227,0.04292033
cg01686463,-0.176519958,-0.219435428,0.04291547
cg02245566,-0.28716197,-0.330076482,0.042914512
cg17675712,-0.082420659,-0.125330633,0.042909974
cg04672622,0.004620354,-0.038287764,0.042908118
cg11542784,0.114905675,0.072006541,0.042899134
cg00316485,0.022796573,-0.020094216,0.042890789
cg19485804,-0.013879417,-0.056762791,0.042883374
cg17421561,-0.040254309,-0.083130685,0.042876376
cg16451601,-0.033571366,-0.07644076,0.042869394
cg23202058,-0.040674822,-0.083543345,0.042868523
cg22889142,0.033249177,-0.009616286,0.042865463
cg24203376,-0.228651837,-0.271516864,0.042865027
cg05957169,0.095313855,0.05244893,0.042864925
cg18849847,-0.061097111,-0.103958178,0.042861067
cg27468419,-0.205832621,-0.248688244,0.042855623
cg24664347,-0.109726359,-0.152580833,0.042854474
cg24688563,-0.093553326,-0.136403699,0.042850373
cg11644891,-0.152904056,-0.195748574,0.042844518
cg07233838,-0.065284187,-0.108126388,0.042842201
cg01314034,0.110221947,0.067381168,0.042840779
cg12520772,-0.039473006,-0.082309032,0.042836026
cg05640731,0.006468282,-0.036364403,0.042832685
cg15675123,-0.187330841,-0.230148156,0.042817315
cg18485877,-0.210649764,-0.253464778,0.042815014
cg20410409,-0.179332203,-0.222134286,0.042802083
cg21533997,0.121331492,0.078529541,0.042801951
cg20309121,-0.028056833,-0.070856912,0.042800079
cg03892838,-0.137095622,-0.179893701,0.042798079
cg08748890,-0.186920575,-0.229716874,0.042796299
cg12721600,-0.063835607,-0.106629262,0.042793655
cg08877404,-0.079004385,-0.121788068,0.042783683
cg04391064,0.0800319,0.037258837,0.042773063
cg17193096,-0.031361855,-0.074134901,0.042773046
cg07167594,-0.013174927,-0.055941106,0.042766179
cg06766960,0.023156907,-0.01960263,0.042759537
cg06746274,-0.068122574,-0.110876419,0.042753845
cg15346830,-0.039314602,-0.082067803,0.042753201
cg16676676,0.0021388,-0.040613564,0.042752364
cg08602346,-0.022383947,-0.065134729,0.042750782
cg16568084,-0.167808283,-0.210552596,0.042744313
cg05384450,-0.069439299,-0.112169253,0.042729954
cg14972210,0.004256367,-0.038467968,0.042724335
cg26489413,0.03267305,-0.010046987,0.042720037
cg16204717,0.023886793,-0.018831574,0.042718367
cg23725924,-0.151595102,-0.194312636,0.042717534
cg16651895,-0.201818047,-0.244533211,0.042715164
cg08865560,-0.017446876,-0.06016068,0.042713804
cg10342553,-0.087138582,-0.129848216,0.042709634
cg14270293,0.161206573,0.118497721,0.042708852
cg23917399,0.247017098,0.204312032,0.042705066
cg14331720,-0.243910876,-0.286611105,0.042700229
cg06283478,-0.024499654,-0.0671985,0.042698846
cg13625388,-0.12615692,-0.168851738,0.042694818
cg06265809,-0.136909316,-0.179599926,0.04269061
cg08719869,0.103199969,0.060510983,0.042688986
cg06688621,-0.185484403,-0.228168636,0.042684233
cg12445832,0.00623199,-0.036450342,0.042682332
cg23504215,-0.226724242,-0.26940309,0.042678848
cg11820931,-0.297170277,-0.339840441,0.042670164
cg08264481,0.000446697,-0.042200045,0.042646742
cg16251777,-0.034966231,-0.077611962,0.042645731
cg06693983,0.220186654,0.177541871,0.042644783
cg02071003,-0.012157221,-0.054801916,0.042644695
cg00246301,-0.128354966,-0.170999327,0.042644361
cg12199321,-0.055525228,-0.098164421,0.042639193
cg14232128,-0.009583349,-0.0522185,0.042635151
cg17640879,-0.138367641,-0.181000826,0.042633185
cg14068057,0.059420168,0.016813169,0.042606999
cg12573791,-0.037983934,-0.080590613,0.042606679
cg24463527,-0.018835126,-0.061438388,0.042603262
cg06460328,-0.029500385,-0.072103542,0.042603157
cg07925824,-0.024648607,-0.067249183,0.042600576
cg25736517,-0.144279313,-0.186872699,0.042593386
cg16474560,-0.015295554,-0.057881353,0.042585799
cg03252829,0.0887297,0.046144409,0.042585291
cg10149225,0.176054053,0.133476127,0.042577926
cg10886095,-0.051584823,-0.094157956,0.042573133
cg09414638,-0.049901672,-0.092473324,0.042571652
cg07682659,-0.043193356,-0.085754715,0.042561359
cg20663365,-0.0354487,-0.078004758,0.042556058
cg14473030,0.201554111,0.159004087,0.042550024
cg14024579,0.116281888,0.073741239,0.042540649
cg11021222,-0.163760159,-0.206296914,0.042536755
cg22495726,-0.045830311,-0.088366649,0.042536338
cg11855117,0.073578918,0.031045858,0.04253306
cg16906187,-0.076289654,-0.118821684,0.04253203
cg06246000,-0.171258165,-0.213785524,0.042527359
cg24809269,-0.157198666,-0.199723039,0.042524373
cg20211134,-0.192798903,-0.235309521,0.042510618
cg14270725,-0.161094901,-0.203605199,0.042510298
cg06159296,-0.217306277,-0.259801554,0.042495277
cg24642065,0.041360416,-0.001110995,0.042471411
cg26247186,-0.138104317,-0.180572482,0.042468165
cg00679556,-0.102666973,-0.14512856,0.042461587
cg22022067,-0.178263731,-0.220719798,0.042456067
cg06120359,-0.239422509,-0.281864955,0.042442446
cg00802510,-0.059476309,-0.10191672,0.042440411
cg08799778,0.066933758,0.024497615,0.042436143
cg05316785,-0.134425215,-0.176859825,0.04243461
cg08239375,-0.192315732,-0.234740203,0.042424471
cg00049892,-0.15245464,-0.194864459,0.042409819
cg06137273,0.147094968,0.104688666,0.042406302
cg17774960,0.015126321,-0.027278474,0.042404795
cg14544583,-0.057800363,-0.100205134,0.042404771
cg09498948,-0.108391337,-0.150790771,0.042399434
cg15778089,-0.022428667,-0.064827411,0.042398744
cg06715135,-0.050311382,-0.092709575,0.042398193
cg23981320,0.100264225,0.057866033,0.042398192
cg22558825,0.205268362,0.162872209,0.042396153
cg02057917,-0.012808341,-0.055202148,0.042393807
cg12584100,0.043962479,0.0015692,0.042393279
cg22254464,-0.053232081,-0.095619796,0.042387715
cg08794954,0.033376371,-0.009009589,0.04238596
cg07639489,0.110393575,0.068010354,0.042383221
cg10036003,-0.095991526,-0.138367413,0.042375887
cg18953078,-0.018621685,-0.060996932,0.042375247
cg04578935,0.122649022,0.080276971,0.042372051
cg14500854,-0.071867799,-0.114235293,0.042367494
cg08550101,0.194266497,0.151902681,0.042363816
cg12054869,0.295699927,0.25333759,0.042362337
cg23248424,0.072227853,0.02986802,0.042359833
cg08268099,-0.015030329,-0.057382972,0.042352643
cg03784793,0.271345301,0.228992996,0.042352305
cg06617636,0.243552706,0.201206056,0.04234665
cg18682103,0.048982834,0.006636509,0.042346325
cg26152017,0.156285953,0.113948369,0.042337584
cg19582297,-0.05242949,-0.094762148,0.042332658
cg13707224,-0.104606217,-0.146935296,0.042329079
cg06812722,-0.044324439,-0.086636514,0.042312075
