CpG,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta
cg16317273,0.442938341409019,0.596725714711371,15.3015019170533,2.35575347764321e-44,1.91828189839126e-41,89.7888865841558,0.193619957961436,0.636558299370456,0.44293834140902,5,38258028,F,II,EGFLAM,TSS1500,island,TSS1500-island,chr5:38257825-38259136,,True,,,,0.5335775402907167
cg02156680,0.430787277232662,0.531705565629572,14.1179052633775,6.85406790098174e-39,1.9774038456202698e-36,77.2658785594729,0.139658151457401,0.570445428690064,0.430787277232663,8,120651317,R,II,ENPP2,TSS1500,opensea,TSS1500-opensea,,True,True,,,,0.5184247614536964
cg26010734,0.362555490730434,0.551673325338715,12.8801049492051,2.12254377970429e-33,2.2840720327335603e-31,64.6903737150558,0.221721745645191,0.584277236375625,0.362555490730434,19,15344046,R,I,EPHX3,TSS200,shore,TSS200-shore,chr19:15344091-15344419,True,,,,,0.4246439968392763
cg19915711,0.361834474397202,0.481987295296905,11.4924069208578,1.43418877555988e-27,6.11317684465786e-26,51.3539203635846,0.1526918923383,0.514526366735502,0.361834474397202,13,43566421,F,II,EPSTI1,TSS200,island,TSS200-island,chr13:43566074-43566508,True,True,,rs74062052,,0.4124006884466664
cg21784383,0.345711270986808,0.636526685592664,14.0578401559432,1.28233388637915e-38,3.49326878874199e-36,76.6425596815722,0.321904557680209,0.667615828667018,0.345711270986808,1,217311172,F,II,ESRRG,TSS200,island,TSS200-island,chr1:217310749-217311178,,,,,,0.4070721476459337
cg20787173,0.39875768390968,0.54114519600912,14.5322337057266,8.81089595210059e-41,3.64653807663366e-38,81.5989400248934,0.178247016048152,0.577004699957832,0.39875768390968,6,133562475,F,I,EYA4,TSS200,island,TSS200-island,chr6:133562086-133563586,True,,,,,0.4972292247461721
cg06947913,0.381894178893077,0.489870476935772,13.3232834186862,2.45366451995626e-35,3.70269097765802e-33,69.1253556540646,0.142319299741713,0.524213478634789,0.381894178893077,12,50297793,R,I,FAIM2,TSS200,island,TSS200-island,chr12:50297580-50297988,True,True,,,,0.5054959466905994
cg06443533,0.320170465086001,0.460667919105881,10.0981645410617,3.9955834386262296e-22,8.424831675419701e-21,38.9189030464194,0.169289762031212,0.489460227117212,0.320170465086001,1,1182424,F,I,FAM132A,TSS1500,island,TSS1500-island,chr1:1181756-1182470,,,,,,0.3843050849913261
cg07696699,0.36673736388729,0.516900872741386,12.3292326988232,4.849776626513199e-31,3.51069889508831e-29,59.2918860499129,0.183143487620939,0.549880851508229,0.366737363887289,4,17783502,R,I,FAM184B,TSS1500,island,TSS1500-island,chr4:17782642-17783624,,,,,,0.428430535185247
cg03686593,0.33790224215659,0.417522837614967,8.96308986197517,4.79604915521762e-18,6.51606237789326e-17,29.6236646351285,0.110007487738645,0.447909729895236,0.337902242156591,18,11149470,F,I,FAM38B,TSS1500,island,TSS1500-island,chr18:11148307-11149936,True,,high-CpG:11139288-11139613,,,0.3853405090539101
cg24563094,0.346975045340618,0.479104797497269,12.3044692014904,6.17203437404039e-31,4.40013301437534e-29,59.0523193060793,0.163332544003829,0.510307589344447,0.346975045340618,2,26395458,R,I,FAM59B,TSS1500,island,TSS1500-island,chr2:26395416-26395620,,,,,,0.4160955325599206
cg25489866,0.36701812983002,0.453539943610245,11.5966906016733,5.39361404199459e-28,2.44706291686997e-26,52.3248766302179,0.119527041282925,0.486545171112945,0.36701812983002,15,59729553,F,I,FAM81A,TSS1500,shore,TSS1500-shore,chr15:59730070-59730738,,,,,,0.4234857574298928
cg08151731,0.336210954424922,0.445854154545874,13.8524041929654,1.0823526386967e-37,2.49501516201527e-35,74.5202745230205,0.139877998180748,0.476088952605669,0.336210954424921,15,48938576,F,II,FBN1,TSS1500,island,TSS1500-island,chr15:48936810-48938577,,,,,,0.3843841428202315
cg27223047,0.398303501092994,0.628811969815638,14.0705817151068,1.12288627730268e-38,3.09023724910502e-36,76.7746787918566,0.266327128892877,0.664630629985871,0.398303501092994,5,127874825,F,II,FBN2,TSS1500,island,TSS1500-island,chr5:127872563-127874945,,,,rs55770077,,0.4671130895441213
cg06244497,0.429319860857726,0.526680156018631,14.5441664317119,7.76604685085581e-41,3.26438620729185e-38,81.7245757672441,0.135968196317176,0.565288057174901,0.429319860857725,19,39466575,F,II,FBXO17,TSS200,shore,TSS200-shore,chr19:39465846-39466403,,True,,,,0.505732424091977
cg23095615,0.428530339576688,0.583027474718663,13.6807765022419,6.35764945529289e-37,1.27019623649945e-34,72.7589003178189,0.193034036183044,0.621564375759732,0.428530339576688,6,146136563,F,II,FBXO30,TSS1500,island,TSS1500-island,chr6:146136325-146136564,,,,,,0.5141488510311647
cg02582940,0.381583710244018,0.556414949825325,14.8784395315648,2.22142553484674e-42,1.23443337272824e-39,85.2624373724774,0.209146321437783,0.590730031681801,0.381583710244018,2,97308417,F,II,FER1L5,TSS200,opensea,TSS200-opensea,,True,,,,,0.4318059727850339
cg06169131,0.331977367461468,0.52268070358362,13.8763181546443,8.45017039085361e-38,1.99185235080895e-35,74.7665473263034,0.220557415929839,0.552534783391306,0.331977367461468,10,103536348,F,II,FGF8,TSS1500,island,TSS1500-island,chr10:103535636-103536505,,,,,,0.3888117015378936
cg23083315,0.377832240788893,0.431588918862629,12.4029115091115,2.36317668135977e-31,1.79350188301584e-29,60.0062862701542,0.0877343975691396,0.465566638358033,0.377832240788893,11,35639656,R,I,FJX1,TSS200,island,TSS200-island,chr11:35639629-35641485,,,,,,0.416856954956561
cg01779765,0.360177878453759,0.530851162878528,12.0569732893344,6.76673903478811e-30,4.0815793788399295e-28,56.6732527625282,0.20306338140802,0.56324125986178,0.36017787845376,14,62583795,F,I,FLJ43390,TSS1500,island,TSS1500-island,chr14:62583679-62584279,,,,rs7144502,,0.4590097743486314
cg13804182,0.373157942013263,0.437508435439633,12.2508265001366,1.03953672442435e-30,7.14690996732573e-29,58.5343139148224,0.0979078623124547,0.471065804325717,0.373157942013263,6,30711796,R,II,FLOT1,TSS1500,island,TSS1500-island,chr6:30710307-30712440,,,,,,0.4111148577777953
cg01537995,0.357525674949213,0.514206711210692,14.4085717958368,3.25059357404639e-40,1.19656512282204e-37,80.2996803048521,0.18883262573533,0.546358300684542,0.357525674949213,14,85996352,F,II,FLRT2,TSS200,shore,TSS200-shore,chr14:85996494-85996958,,,high-CpG:85066099-85066447,,,0.4178564012515164
cg25078444,0.337232320741384,0.538213233859456,11.7451072123006,1.32886961471336e-28,6.59621841144266e-27,53.7159247613253,0.231307560666758,0.568539881408141,0.337232320741384,14,29235193,F,I,FOXG1,TSS1500,island,TSS1500-island,chr14:29234889-29235908,,True,,,,0.3904045743035276
cg13463203,0.358774195568194,0.674774418343055,15.530243457049,1.97398087443763e-45,1.96460707636986e-42,92.2577528039878,0.348264089282793,0.707038284850986,0.358774195568193,9,132961972,R,I,FREQ,TSS1500,opensea,TSS1500-opensea,,True,True,,,,0.4146761699411198
cg14000361,0.402983810102763,0.61218286928046,15.3575257604146,1.28523477006278e-44,1.10897189603547e-41,90.3922090855981,0.24543861044593,0.648422420548694,0.402983810102764,6,10882336,F,I,GCM2,TSS1500,shore,TSS1500-shore,chr6:10882926-10883149,,,,,,0.4981408368737902
cg12242450,0.340823403274753,0.574954308822287,12.8306319087906,3.47509865028427e-33,3.5906330341395104e-31,64.2002528152319,0.264780492172962,0.605603895447714,0.340823403274753,6,10555808,R,II,GCNT2,TSS200,opensea,TSS200-opensea,,,True,,rs55851629,rs55674664,0.3956812121277476
cg09994356,0.45827465757342,0.522550678670346,14.9150496597474,1.5020055240037e-42,8.613749819478819e-40,85.6520250111319,0.105487770878709,0.563762428452129,0.45827465757342,20,42875779,R,I,GDAP1L1,TSS200,island,TSS200-island,chr20:42875764-42876184,True,,,,,0.4914765048099292
cg09350274,0.348394990686974,0.436015887222393,8.56493467582792,1.0688282629296699e-16,1.2670906178088301e-15,26.5576684447658,0.118951381309428,0.467346371996401,0.348394990686973,5,137610396,F,II,GFRA3,TSS200,shore,TSS200-shore,chr5:137610105-137610311,,True,,,,0.4227641974514611
cg12080909,0.322670238590478,0.688299539660356,14.0379707588154,1.57716413093312e-38,4.23207583364974e-36,76.4366442449587,0.39464640885679,0.717316647447269,0.322670238590479,17,27917982,R,II,GIT1,TSS1500,shore,TSS1500-shore,chr17:27918161-27918398,,True,,,,0.3816407534058677
cg11521404,0.340885981083064,0.450570467215277,11.3589238912808,4.97600584068699e-27,1.9612344445213704e-25,50.1189907594111,0.140339700258387,0.481225681341452,0.340885981083065,13,20735532,R,I,GJA3,TSS1500,island,TSS1500-island,chr13:20735043-20736157,True,,,,,0.3979026220483665
cg25726664,0.370800238712563,0.535559751101743,13.6247996645446,1.13000618960811e-36,2.13947648999255e-34,72.1867670956389,0.198104857597144,0.568905096309707,0.370800238712563,7,42277807,F,I,GLI3,TSS1500,island,TSS1500-island,chr7:42276003-42277850,,,,,,0.4219961483001059
cg14615784,0.316151627933655,0.458839893307147,9.21612720035358,6.326796595995012e-19,9.41040016366704e-18,31.6261846464904,0.171119167166087,0.487270795099741,0.316151627933655,5,94955756,F,II,GPR150,TSS1500,island,TSS1500-island,chr5:94955630-94957244,,,,rs10038242,,0.3771678414627603
cg07041470,0.311811715559398,0.414780487997425,13.2458504385538,5.37875278126073e-35,7.61005524661223e-33,68.3448076683058,0.13100939434085,0.442821109900249,0.311811715559398,10,46993210,F,II,GPRIN2,TSS1500,island,TSS1500-island,chr10:46992447-46993295,True,True,,,,0.3850412974239732
cg03884132,0.350105829466182,0.472510128928217,10.5087353188831,1.1096758322168e-23,2.80724629452707e-22,42.4706178955159,0.153888636644246,0.503994466110427,0.350105829466181,15,33009531,R,II,GREM1,TSS1500,island,TSS1500-island,chr15:33009530-33011696,,,,,,0.4082005004569439
cg14616251,0.404011070477339,0.581737677720857,14.9160907695487,1.48537352909753e-42,8.53137325975778e-40,85.6631099906517,0.214058538041839,0.618069608519178,0.404011070477339,1,24648696,R,II,GRHL3,TSS1500,island,TSS1500-island,chr1:24648202-24648985,True,,,,,0.4946682505764716
cg20676696,0.431736040552752,0.544759410512454,14.5419411689557,7.951051596666778e-41,3.33469940459757e-38,81.7011432091326,0.151848553462648,0.5835845940154,0.431736040552752,1,110210444,R,II,GSTM2,TSS200,shore,TSS200-shore,chr1:110210581-110210956,True,True,,,,0.5243235746037819
cg13506653,0.370669118286018,0.478476883602556,9.47508616972083,7.636747946213e-20,1.25468720460523e-18,33.7177826107104,0.141141319119238,0.511810437405255,0.370669118286017,4,54965863,F,I,GSX2,TSS1500,shore,TSS1500-shore,chr4:54966163-54968063,True,,,,,0.4500212285269162
cg15613420,0.330201706286619,0.697452427175732,15.6028109019655,8.96274310343033e-46,9.85914844802927e-43,93.0440149706979,0.396945118936471,0.72714682522309,0.330201706286619,5,134735637,F,I,H2AFY,TSS1500,shore,TSS1500-shore,chr5:134734096-134735261,,,high-CpG:134762695-134763582,,,0.3701603462530244
cg08421126,0.391410062656938,0.589522710220939,10.9789371991934,1.63538023818165e-25,5.23028328236953e-24,46.653256286427,0.233311394205813,0.62472145686275,0.391410062656938,2,43019854,R,II,HAAO,TSS200,island,TSS200-island,chr2:43019665-43020509,,,high-CpG:42873185-42873845,,,0.4750016545552685
cg03698393,0.367584239894943,0.454637712070598,13.5636197472676,2.1159720247195097e-36,3.8033409247950493e-34,71.5627912923277,0.120109608856855,0.487693848751797,0.367584239894943,15,89438795,F,II,HAPLN3,TSS200,island,TSS200-island,chr15:89438176-89438850,True,,,,,0.4103602520773361
cg02453462,0.338731196741665,0.482534141564536,12.050510779401,7.2006766820657e-30,4.3225316278546785e-28,56.6115076409746,0.174264383378776,0.512995580120441,0.338731196741665,15,73662002,F,II,HCN4,TSS1500,island,TSS1500-island,chr15:73659860-73662015,,,,,,0.384807934952563
cg09827752,0.347741087310016,0.563488320641504,12.5895170993877,3.78572001081246e-32,3.27780620636986e-30,61.8263372858556,0.247018913844979,0.594760001154995,0.347741087310016,1,2461823,F,I,HES5,TSS200,island,TSS200-island,chr1:2460760-2462010,,,,,,0.4318018022978888
cg14117138,0.487159328486733,0.627808755769014,17.5304202466532,4.40969178723776e-55,2.91043526108383e-51,114.395220684747,0.184458719412384,0.671618047899116,0.487159328486732,19,46800085,R,I,HIF3A,TSS1500,island,TSS1500-island,chr19:46800053-46800603,True,,,,,0.5870461167326491
cg14703002,0.346146662011865,0.497300960541209,14.1981592913677,2.96223724052256e-39,9.02355029207118e-37,78.1006535013974,0.182282595472858,0.528429257484722,0.346146662011865,6,26018058,F,I,HIST1H1A,TSS200,shelf,TSS200-shelf,chr6:26020671-26021125,True,,,rs199749,,0.4706614642797869
cg00036011,0.374876355217467,0.478141052069495,11.2707839060882,1.12596365494064e-26,4.2266329755233e-25,49.3084787298983,0.136976599299642,0.511852954517108,0.374876355217466,6,26271718,F,II,HIST1H3G,TSS200,shore,TSS200-shore,chr6:26272470-26272696,True,,,,,0.4266643146454355
cg19884345,0.317110168931132,0.394421899645958,7.86635561067759,1.91767965359279e-14,1.82754249184283e-13,21.4399062607543,0.10582883223741,0.422939001168542,0.317110168931133,6,26189379,F,II,HIST1H4D,TSS200,shore,TSS200-shore,chr6:26188997-26189295,True,,,,,0.3825109737224385
cg05471296,0.392469483768211,0.51017377496178,12.564094306774,4.86281035351434e-32,4.13414412628422e-30,61.5774838985052,0.152998309518048,0.545467793286259,0.392469483768211,7,27196302,F,II,HOXA7,TSS200,island,TSS200-island,chr7:27195601-27196567,True,,high-CpG:27162728-27162853,,,0.4355766123939883
cg06714180,0.377127519590731,0.48285668848969,12.4557057178036,1.40974155361897e-31,1.11045188689117e-29,60.5196656073991,0.139643514185896,0.516771033776626,0.377127519590731,12,54409525,F,II,HOXC4,TSS1500,shore,TSS1500-shore,chr12:54408426-54408713,,,,,,0.4126373973531785
cg07816687,0.333501138371793,0.489442588646226,12.8998460125731,1.74300781947768e-33,1.90674107800698e-31,64.8862289522948,0.185932559840241,0.519433698212035,0.333501138371793,16,67197186,F,I,HSF4,TSS200,island,TSS200-island,chr16:67196792-67199988,True,True,,,,0.3811789926901743
cg22325530,0.385187362028587,0.502174629797752,14.1414736147068,5.35863148542948e-39,1.5761876137419798e-36,77.5107984017034,0.151626419030728,0.536813781059316,0.385187362028588,12,111127346,F,II,HVCN1,TSS1500,island,TSS1500-island,chr12:111126611-111127347,True,True,,,,0.4480092205839404
cg14993276,0.332903702035159,0.46343600205762,12.9154122780374,1.49206176309713e-33,1.64948896734045e-31,65.0407789005929,0.160469683299005,0.493373385334163,0.332903702035159,19,10397642,R,I,ICAM4,TSS200,island,TSS200-island,chr19:10397603-10398703,True,True,,,,0.3900645902816707
cg22212414,0.359114589110234,0.430043183798015,10.5047201018776,1.14977802580243e-23,2.9043996655946e-22,42.4354220174127,0.103223072125751,0.462337661235985,0.359114589110234,21,34775032,F,I,IFNGR2,TSS200,shore,TSS200-shore,chr21:34775437-34776493,True,,high-CpG:33696828-33697793,,,0.3959381194788538
cg12781915,0.331967813122403,0.625711497767554,13.3553017028329,1.7724537536065402e-35,2.74067391851849e-33,69.448794355056,0.323596905249683,0.655564718372087,0.331967813122404,3,185544099,R,II,IGF2BP2,TSS1500,island,TSS1500-island,chr3:185541048-185544146,,,,,,0.4123605784306045
cg07589773,0.337993856453864,0.466404466824702,10.9908352645641,1.4676202382004702e-25,4.72501827522785e-24,46.7606357898471,0.158805741346905,0.496799597800769,0.337993856453865,7,50343883,F,I,IKZF1,TSS1500,island,TSS1500-island,chr7:50343757-50344519,,,high-CpG:50313999-50314998,,,0.4694403614943672
cg07935264,0.343274659026998,0.587201999476194,14.8925042721114,1.91142754148254e-42,1.07487084939229e-39,85.4120592213646,0.274797363742991,0.618072022769989,0.343274659026998,2,113594375,R,II,IL1B,TSS200,opensea,TSS200-opensea,,,,,,,0.3848317725446601
cg10119075,0.415495678216944,0.596070154894217,15.8172425611504,8.622924987392271e-47,1.15444394835655e-43,95.3756156478441,0.217939195941387,0.633434874158331,0.415495678216943,10,7709738,F,II,ITIH5,TSS1500,opensea,TSS1500-opensea,,,,,,,0.483559218180087
cg10101773,0.316279423782669,0.625658158925076,13.7516486174796,3.06431723583078e-37,6.46557187720539e-35,73.4849386591963,0.337821129367466,0.654100553150136,0.31627942378267,14,75894136,F,I,JDP2,TSS1500,shore,TSS1500-shore,chr14:75894308-75895469,,,,,,0.3861269569207745
cg20883831,0.462837738888281,0.54304106401273,16.1443561293966,2.37001714840377e-48,4.20571840243038e-45,98.9553366050009,0.121825423945337,0.584663162833619,0.462837738888281,7,150652948,F,I,KCNH2,TSS200,island,TSS200-island,chr7:150652807-150653080,True,True,high-CpG:150283794-150283891,,,0.5537901515578136
cg05447008,0.332219586389377,0.503842609660346,11.7997214181136,7.91513707386282e-29,4.05959665013301e-27,54.2304820266623,0.201498885356344,0.533718471745722,0.332219586389378,6,73331114,R,I,KCNQ5,TSS1500,island,TSS1500-island,chr6:73330942-73333109,True,,,,,0.3842017174305099
cg00668150,0.350836227310696,0.488214859035493,13.3147123615944,2.67667197325402e-35,4.00388620158262e-33,69.0388412574351,0.168928652166407,0.519764879477103,0.350836227310696,17,2615720,F,I,KIAA0664,TSS1500,shore,TSS1500-shore,chr17:2614320-2615630,,,,rs9916715,,0.36939546042354
cg12604950,0.342620355059661,0.432335681001328,13.4649967230168,5.7995909146742296e-36,9.67983629128224e-34,70.5599044404252,0.12052650895063,0.46314686401029,0.342620355059661,1,180882287,F,II,KIAA1614,TSS200,island,TSS200-island,chr1:180881316-180882592,True,,,,,0.3803066678156876
cg26067203,0.364894605844353,0.454031849700121,13.4072661511968,1.0446844647301e-35,1.67740298358424e-33,69.9745690092263,0.121951506971267,0.486846112815621,0.364894605844353,1,1935289,R,I,KIAA1751,TSS200,island,TSS200-island,chr1:1935166-1935452,True,,,,,0.4279900520218155
cg07429623,0.326574200061065,0.599866073399612,12.7907205203404,5.16865585895897e-33,5.1838821045578714e-31,63.8056025691606,0.302660056797275,0.629234256858341,0.326574200061065,1,205326201,F,II,KLHDC8A,TSS200,opensea,TSS200-opensea,,,,,,,0.3720538965647377
cg20104456,0.394128198195543,0.64874755347794,15.3576074188691,1.2840993715746601e-44,1.10897189603547e-41,90.3930891171264,0.290062538573364,0.684190736768906,0.394128198195542,19,51568523,R,II,KLK13,TSS200,shore,TSS200-shore,chr19:51568154-51568412,,True,,,,0.44240678114374
cg14537533,0.327430594713418,0.583119461055121,12.1529650265936,2.68195767436234e-30,1.72207865998205e-28,57.5926602518391,0.285134063708018,0.612564658421435,0.327430594713418,12,52626904,R,I,KRT7,TSS200,island,TSS200-island,chr12:52626793-52627577,True,,,,,0.3830147545401858
cg20640433,0.371490234429857,0.488143714048965,10.2388433690425,1.18283688123693e-22,2.64811443052689e-21,40.1250312771519,0.150060874801649,0.521551109231506,0.371490234429857,6,129204206,R,II,LAMA2,TSS200,opensea,TSS200-opensea,,True,True,,,,0.4189184562142145
cg19820372,0.351296752227615,0.454776626468304,13.7202908078737,4.23324642879293e-37,8.716849878183061e-35,73.1634704653021,0.135071308793532,0.486368061021147,0.351296752227615,11,111411216,R,II,LAYN,TSS200,island,TSS200-island,chr11:111410932-111412199,True,,,,,0.3943623424685734
cg26412532,0.407850797486297,0.51874839784311,15.3088955079509,2.1748213308468801e-44,1.79819485444231e-41,89.8684573073042,0.147574830346587,0.555425627832885,0.407850797486298,10,103881068,F,II,LDB1,TSS1500,shore,TSS1500-shore,chr10:103879633-103880628,,,,,,0.4904813759565571
cg23274561,0.312324583045367,0.51766633751731,13.1628527908174,1.2442857021075899e-34,1.65894503733101e-32,67.5107915651662,0.233428497551561,0.545753080596929,0.312324583045368,1,156084271,R,II,LMNA,TSS200,shore,TSS200-shore,chr1:156084486-156085097,,,,,,0.3772309121493222
cg24257776,0.328597433909656,0.604051086778765,16.4801203952806,5.76640715352708e-50,1.46577783999504e-46,102.656950393112,0.30500378181782,0.633601215727476,0.328597433909656,3,47051546,F,I,LOC100129354,TSS1500,island,TSS1500-island,chr3:47050486-47051609,True,True,,,,0.3831160544467233
cg19664945,0.365166580756809,0.528224742368649,12.7448602769245,8.14952649475356e-33,7.89771410344864e-31,63.3529556404779,0.19589688290292,0.561063463659729,0.365166580756809,2,54087343,R,II,LOC100302652,TSS200,shore,TSS200-shore,chr2:54086776-54087266,,True,,,,0.410641940659348
cg25908973,0.367159796862732,0.536823184297853,14.6911765752844,1.63385359902604e-41,7.87021630245316e-39,83.2761520881373,0.202681354778892,0.569841151641624,0.367159796862732,15,45670865,R,I,LOC145663,TSS200,island,TSS200-island,chr15:45669970-45671029,True,,high-CpG:43457916-43458250,,,0.4165862437293676
cg03596016,0.453678154976779,0.641751583272735,16.7488515197773,2.89224973252159e-51,1.01689608469466e-47,105.638274319168,0.228871823527681,0.682549978504459,0.453678154976779,1,246952362,R,I,LOC149134,TSS1500,island,TSS1500-island,chr1:246952214-246952511,,True,,,,0.5364301399650767
cg22645427,0.347551841152167,0.445681624808384,13.8974880095885,6.78616819608851e-38,1.62610853898693e-35,74.9847320392977,0.129384445630333,0.476936286782499,0.347551841152166,20,25129520,F,I,LOC284798,TSS1500,island,TSS1500-island,chr20:25128764-25129610,True,True,,,,0.4282315949023955
cg07599133,0.314918514609546,0.401954680185191,13.4803601864239,4.95778193646439e-36,8.3638670556394e-34,70.7158908851203,0.115356175882258,0.430274690491805,0.314918514609546,19,35068628,R,I,LOC643719,TSS200,island,TSS200-island,chr19:35068406-35068897,,,,,,0.3718351957625643
cg14102988,0.397848044983532,0.508560546253403,13.5523579636366,2.37460900207368e-36,4.23183221044589e-34,71.4480852275922,0.14649020315688,0.544338248140411,0.397848044983532,9,113801337,R,II,LPAR1,TSS1500,island,TSS1500-island,chr9:113799913-113801375,,,high-CpG:112840107-112841306,,,0.4570107478901821
cg00353923,0.348721024166242,0.471565503844602,10.2958181721422,7.201733375209721e-23,1.65243236424785e-21,40.6167516180349,0.154204284009857,0.502925308176099,0.348721024166242,7,127671044,R,II,LRRC4,TSS200,shore,TSS200-shore,chr7:127671158-127672853,True,,,,,0.3695563711438295
cg09629657,0.333094553453318,0.465315064910212,15.935872415799,2.34922143573469e-47,3.45230019621316e-44,96.6706946914286,0.162175057630754,0.495269611084072,0.333094553453318,5,179220795,R,II,LTC4S,TSS200,shore,TSS200-shore,chr5:179222608-179223825,,,,,,0.3813644105569204
cg26307117,0.346015325696733,0.550796856991096,13.1526181687382,1.37960246893148e-34,1.82751178459285e-32,67.4081368804691,0.235898017418171,0.581913343114903,0.346015325696732,3,46506552,F,I,LTF,TSS200,shore,TSS200-shore,chr3:46506161-46506416,,,,,,0.3975684747367041
cg00349607,0.384334453192931,0.517142619816911,13.7388458044174,3.49663693939461e-37,7.30125110741531e-35,73.353645561916,0.167370617450682,0.551705070643613,0.384334453192931,1,39546688,R,I,MACF1,TSS1500,shore,TSS1500-shore,chr1:39547013-39547959,True,,,,,0.436877342224263
cg24021956,0.322300583772932,0.425204494514247,10.7879969810486,9.19510080292509e-25,2.66731659924777e-23,44.9403259801706,0.131887776188521,0.454188359961453,0.322300583772932,7,79083509,R,II,MAGI2,TSS1500,island,TSS1500-island,chr7:79082948-79083850,True,,,rs79578319,,0.3682302223755507
cg14578894,0.365326523033347,0.658719946654288,14.4099680981246,3.20311976106687e-40,1.18140163697271e-37,80.3143225666526,0.326246528210271,0.691573051243618,0.365326523033348,4,87281511,F,II,MAPK10,TSS200,opensea,TSS200-opensea,,,,,,,0.3825196030581155
cg06679087,0.376262158362475,0.540485242717263,13.2898254593126,3.4452706726023704e-35,5.05313081242251e-33,68.7878008986539,0.198059609387384,0.574321767749859,0.376262158362475,10,99473206,R,I,MARVELD1,TSS1500,island,TSS1500-island,chr10:99473084-99473291,,,,,,0.4541091646651355
cg21098557,0.321330284172222,0.470476590173239,13.934940469569,4.602161654631769e-38,1.13980001664302e-35,75.3711244656251,0.178042914289887,0.499373198462108,0.321330284172221,5,43191993,R,I,MGC42105,TSS1500,island,TSS1500-island,chr5:43191974-43193155,True,,,,,0.3806309713670979
cg05687686,0.304934430543019,0.531466078314448,14.0775339394982,1.04438683107657e-38,2.88687397343982e-36,76.8467913217636,0.253953808791485,0.558888239334504,0.304934430543019,2,180726697,R,I,MIR1258,TSS1500,shore,TSS1500-shore,chr2:180725717-180726465,True,,,,,0.3693216942372839
cg26371731,0.362886427151108,0.511295572054902,12.2220868378342,1.37376924472465e-30,9.2619867152623e-29,58.2573208934124,0.18104281641019,0.543929243561297,0.362886427151107,1,156390240,F,I,MIR9-1,TSS200,shore,TSS200-shore,chr1:156390403-156391581,,,,,,0.4293979645240133
cg17918002,0.338197522983944,0.557658804985477,13.8930503190906,7.10550587411223e-38,1.6972233888066e-35,74.9389821692516,0.249874728313039,0.588072251296983,0.338197522983944,10,28035719,R,II,MKX,TSS1500,shore,TSS1500-shore,chr10:28030182-28035211,,,,,,0.3890922076919261
cg01508380,0.364198029460659,0.484478321975611,11.9431977001582,2.01559975490133e-29,1.12889490217754e-27,55.5890415488631,0.153031913869328,0.517229943329987,0.364198029460658,14,23305585,F,II,MMP14,TSS1500,shore,TSS1500-shore,chr14:23305893-23307013,,,,,,0.4167373640013005
cg15355146,0.344632144799813,0.572900588224336,14.7196110851589,1.20762274572768e-41,5.993584631352e-39,83.5770495398887,0.259260542777024,0.603892687576837,0.344632144799813,1,40368366,R,II,MYCL1,TSS1500,shore,TSS1500-shore,chr1:40366595-40368213,,,,,rs11368268,0.3837760602658288
cg22287064,0.375409570167417,0.624464475949362,15.5964343595413,9.60719282860507e-46,1.04458785493797e-42,92.974868326606,0.282814759214266,0.658224329381684,0.375409570167418,17,73584070,R,I,MYO15B,TSS200,island,TSS200-island,chr17:73583838-73586337,,,high-CpG:71095432-71096174,,,0.4000362824129447
cg05933736,0.305875870893702,0.612291860768295,10.9108543262811,3.03371264197276e-25,9.35413379619182e-24,46.0402522684713,0.333922812796688,0.63979868369039,0.305875870893702,13,109248331,R,II,MYO16,TSS200,opensea,TSS200-opensea,,,,,,,0.3833062540481242
cg01373189,0.37715893216824,0.540226834321467,14.9655081825747,8.752549165467639e-43,5.28531742984712e-40,86.1896493449838,0.196985072312242,0.574144004480481,0.377158932168239,13,33002820,R,II,N4BP2L1,TSS1500,shore,TSS1500-shore,chr13:33001249-33002078,,,,,,0.4315219050360804
cg19300568,0.365708439612021,0.499882225250407,14.431128927791,2.56275560364551e-40,9.65086558427887e-38,80.5363035270092,0.167061235243784,0.532769674855805,0.365708439612021,4,2060112,F,I,NAT8L,TSS1500,island,TSS1500-island,chr4:2059928-2063181,,,,,,0.3948320675588586
cg19113375,0.36930020379027,0.485922982581912,11.3378900455878,6.04876180503537e-27,2.35639891774188e-25,49.9252111667227,0.149833228772782,0.519133432563051,0.369300203790269,9,98784351,F,II,NCRNA00092,TSS1500,island,TSS1500-island,chr9:98783216-98784364,,,,,,0.4200247131930424
cg20902783,0.342560820560275,0.602544468408988,14.9099690222893,1.58587352052407e-42,9.0808759176371e-40,85.5979348190893,0.290789477035788,0.633350297596063,0.342560820560275,14,21494071,R,II,NDRG2,TSS1500,island,TSS1500-island,chr14:21492735-21494270,True,,,,,0.3948637413686182
cg18363192,0.342871752289581,0.481908980943723,12.2389508063534,1.16651125962108e-30,7.93719241138991e-29,58.4198106141065,0.169871019327666,0.512742771617247,0.342871752289581,6,31831434,R,II,NEU1,TSS1500,shore,TSS1500-shore,chr6:31830299-31830948,,,,,,0.39326338502859
